koi_disposition,orbital_period,transit_duration,transit_depth,planet_radius,stellar_logg,stellar_radius,insolation,eq_temp,mag,model_snr,ra,dec,mission,stellar_teff
FALSE POSITIVE,4.9883873,9.059,507.6,3.28,4.395,1.171,550.52,1236,15.447,42.4,296.4418,46.616711,Kepler,
CONFIRMED,8.19596647,2.824,792.8,2.04,4.557,0.747,48.2,672,15.858,20.2,295.45715,50.077171,Kepler,
CONFIRMED,15.59466045,5.0478,867.7,2.74,4.5,0.929,62.88,718,15.43,49.2,297.66452,43.248959,Kepler,
CONFIRMED,56.35407916,3.4449,1037,2.59,4.582,0.701,3.63,352,13.779,59.4,296.82291,48.107552,Kepler,
FALSE POSITIVE,36.12895451,2.2348,3758.6,53.72,4.484,0.912,21.05,546,15.6,66.3,289.60678,39.938332,Kepler,
FALSE POSITIVE,32.50456309,2.4657,7589.6,10.68,4.479,0.947,28.8,591,15.134,148.1,295.04639,46.97459,Kepler,
FALSE POSITIVE,1.332560589,4.2427,566.6,1.4,4.662,0.609,330.32,1086,15.036,108.8,295.18561,46.786709,Kepler,
CANDIDATE,31.56904354,2.6364,4229.4,11.18,4.387,0.998,25.83,575,15.042,113.6,297.41965,43.876579,Kepler,
FALSE POSITIVE,9.08590495,2.0718,2121.3,6.28,4.479,0.866,130.1,861,15.549,50.5,296.03342,40.019611,Kepler,
FALSE POSITIVE,0.784512952,2.4623,586,25.48,4.522,0.904,3432.93,1952,15.59,44.4,299.556,40.456551,Kepler,
FALSE POSITIVE,0.883778461,1.6339,120.1,1.09,4.453,0.949,3316.4,1934,14.063,31.7,298.3949,40.62891,Kepler,
CONFIRMED,2.465024332,1.262,30.7,0.69,4.291,1.194,1406.11,1561,8.769,23.2,284.78619,48.423229,Kepler,
CONFIRMED,15.86624787,4.25,77.3,1.31,4.193,1.308,141.18,879,11.049,28.4,285.47659,41.632717,Kepler,
FALSE POSITIVE,4.288515468,2.2959,3456.7,76.51,3.878,2.002,2081.57,1722,13.396,292.1,284.73859,47.169628,Kepler,
CONFIRMED,3.797018259,2.2608,14431,10.07,4.527,0.848,219.64,982,14.741,1549,290.35803,40.567741,Kepler,
CONFIRMED,1.340596782,1.6484,107.5,1.16,4.385,1.125,2393.35,1783,11.524,37.6,295.32251,39.376492,Kepler,
CONFIRMED,17.42393582,4.929,770.9,3.29,4.46,0.969,64.13,722,15.601,33.2,294.32635,47.217609,Kepler,
CONFIRMED,9.8786461,1.8915,1472.7,1.6,4.843,0.422,5.65,393,13.496,49.2,283.62885,48.391003,Kepler,
CONFIRMED,44.96407458,4.981,811.6,2,4.615,0.729,4.89,379,13.054,88,294.95511,44.149818,Kepler,
CONFIRMED,49.7700907,10.065,3529.2,5.12,4.567,0.818,10.16,455,15.64,109.8,284.27396,41.535019,Kepler,
FALSE POSITIVE,12.7319385,4.4157,11449,70.11,4.221,1.568,405.75,1145,12.087,69.9,295.21661,50.084332,Kepler,
FALSE POSITIVE,0.520222869,1.2216,269.5,1.52,4.527,0.889,5038.49,2145,15.632,28.9,297.04651,49.97039,Kepler,
CONFIRMED,5.83376197,3.9988,532.9,2.98,4.387,1.195,403.49,1143,15.776,36.6,285.0571,46.320679,Kepler,
CONFIRMED,2.42150341,2.965,171.5,1.62,4.387,1.195,1305.04,1532,15.776,15.8,285.0571,46.320679,Kepler,
CONFIRMED,14.16400071,4.3031,728.1,2.35,4.438,0.885,54.95,694,14.48,71.5,297.72427,43.527431,Kepler,
CANDIDATE,0.840594032,1.404,49.8,0.62,4.438,0.885,2368.31,1780,14.48,11.6,297.72427,43.527431,Kepler,
CONFIRMED,6.20920207,2.637,101.9,0.89,4.438,0.885,164.98,914,14.48,12.1,297.72427,43.527431,Kepler,
CONFIRMED,5.48711441,2.93,1328.6,3.24,4.562,0.787,115.29,836,15.812,51.9,299.22433,40.343182,Kepler,
CONFIRMED,8.29084167,3.613,1033.9,3.21,4.562,0.787,66.47,728,15.812,34.7,299.22433,40.343182,Kepler,
CONFIRMED,3.20539622,2.143,453.6,1.7,4.562,0.787,236.11,1000,15.812,20.6,299.22433,40.343182,Kepler,
CONFIRMED,16.73869035,2.398,996.8,2.56,4.562,0.787,26.06,576,15.812,20.4,299.22433,40.343182,Kepler,
FALSE POSITIVE,5.093938816,3.93144,25027,17.19,4.449,1.035,395.38,1137,14.575,1131.7,288.25284,51.417332,Kepler,
CONFIRMED,13.93291548,2.6239,131.6,1.66,4.321,1.207,124.53,852,11.538,28.9,289.50635,45.370998,Kepler,
CONFIRMED,2.36436762,3.372,28.4,0.82,4.184,1.543,2228.09,1752,11.6,12.4,296.04736,42.743011,Kepler,
CANDIDATE,20.6654374,3.172,100.4,0.66,4.605,0.676,13.35,487,11.759,13.6,294.99023,39.346378,Kepler,
CONFIRMED,20.31047472,5.3357,164.6,2.41,3.97,1.877,177.81,931,11.855,46.1,298.5892,40.75069,Kepler,
CANDIDATE,69.8347983,8.262,266.6,3.51,4.075,2.022,80.97,765,12.02,46.8,293.54889,42.888859,Kepler,
CONFIRMED,2.53475568,4.5716,463,2.02,4.532,0.806,519.95,1218,15.341,51.3,298.11121,41.758331,Kepler,
CANDIDATE,2.59488443,1.684,592.2,2.36,4.526,0.797,249.92,1014,15.72,14.9,301.4693,44.159649,Kepler,
CONFIRMED,43.3167427,4.995,987.5,2.42,4.59,0.774,10.47,459,15.737,27.1,293.60126,42.379761,Kepler,
CANDIDATE,19.18109525,2.424,865.4,1.72,4.673,0.587,16.42,513,15.73,17.6,301.08572,44.380192,Kepler,
FALSE POSITIVE,37.59029855,4.3855,19939,14.39,4.463,1.003,25.53,573,14.904,929,292.87616,48.195309,Kepler,
CONFIRMED,31.0033072,5.253,645.2,2.72,4.447,1.071,34.03,616,15.898,22.1,291.26974,42.096039,Kepler,
FALSE POSITIVE,3.351556891,2.4005,341.9,1.64,4.442,0.911,314.73,1074,14.815,38.8,295.52521,46.459431,Kepler,
CONFIRMED,2.617028373,2.046,499.4,1.57,4.568,0.724,233.23,996,15.835,30.8,290.12231,43.08556,Kepler,
FALSE POSITIVE,1.876406096,1.531,433.8,1.57,4.6,0.759,476.68,1192,15.202,37,291.23114,50.56702,Kepler,
FALSE POSITIVE,6.71425632,3.339,283.5,5.76,3.737,2.623,1416.6,1565,13.488,46.5,299.07813,44.293789,Kepler,
CONFIRMED,150.2412582,10.849,2378.5,4.6,4.451,0.943,2.72,327,14.827,72.3,287.28531,51.249981,Kepler,
CONFIRMED,53.44944498,5.3091,3437,5.82,4.485,1,13.23,486,15.287,119.5,291.0838,40.355251,Kepler,
FALSE POSITIVE,0.466743525,1.3956,796.1,20.43,4.549,0.856,5480.92,2197,15.33,103.6,296.33319,40.896259,Kepler,
FALSE POSITIVE,1.727177258,2.081,347.4,1.42,4.622,0.72,576.55,1250,15.935,17.1,299.14142,40.725899,Kepler,
CONFIRMED,7.24022418,2.9153,864.9,2.14,4.61,0.721,62.1,716,15.565,48.2,288.53867,40.61615,Kepler,
CONFIRMED,4.64622383,2.5137,446.5,1.82,4.61,0.721,112.18,830,15.565,28.2,288.53867,40.61615,Kepler,
CONFIRMED,10.29674097,2.7292,1011.8,5.75,4.04,1.797,384.86,1129,15.767,31.3,297.58313,41.952431,Kepler,
CONFIRMED,5.93919041,2.285,424.5,3.7,4.04,1.797,801.92,1357,15.767,15.9,297.58313,41.952431,Kepler,
CONFIRMED,19.74733983,3.4444,480.7,2.62,4.406,1.149,76.57,754,12.949,47.1,298.39575,42.459751,Kepler,
CONFIRMED,30.36044536,6.0134,21125,10.99,4.541,0.765,10.47,459,14.388,1126.2,284.87997,49.266991,Kepler,
CONFIRMED,4.4096675,2.1418,132.7,1.51,4.347,1.166,476.94,1192,13.574,26.4,290.41199,44.89933,Kepler,
CONFIRMED,4.16787814,2.2136,168.1,1.07,4.541,0.847,202.48,962,13.293,32.9,291.74838,39.44688,Kepler,
CANDIDATE,220.6565125,7.82,421.1,2.39,4.438,1,141.6,878,15.129,23,291.65009,42.700779,Kepler,
CONFIRMED,11.79161234,3.036,415.4,2.41,4.264,1.199,127.75,857,14.941,20.7,300.9296,44.02879,Kepler,
FALSE POSITIVE,20.55848388,1.449,677.3,36.9,4.484,0.936,35.76,624,14.792,20.8,291.41833,42.579819,Kepler,
CONFIRMED,26.964501,3.792,601.7,2.2,4.534,0.905,25.56,573,15.789,20.1,294.36673,42.252682,Kepler,
CONFIRMED,7.76845639,3.689,217.8,1.35,4.481,0.917,118.09,841,14.8,23.6,293.30023,41.523338,Kepler,
FALSE POSITIVE,2.178154348,3.4874,428.6,22.22,4.482,0.881,886.88,1392,14.07,93,288.01486,46.348949,Kepler,
CONFIRMED,5.03257009,4.213,439.1,2.53,4.521,0.908,283.49,1047,15.695,26.3,282.36349,46.67524,Kepler,
CONFIRMED,40.4286676,7.102,916.1,2.92,4.561,0.833,14.08,494,14.982,40.9,289.42459,50.994122,Kepler,
CONFIRMED,21.3588236,5.823,640.1,2.52,4.472,0.992,53.89,691,15.259,33.2,295.40253,50.47863,Kepler,
CONFIRMED,22.0459163,5.22,804.8,3.05,4.509,0.951,39.69,640,15.689,29.7,294.52713,43.36816,Kepler,
FALSE POSITIVE,49.6456235,23.568,857.5,43.41,4.129,1.493,41.57,648,12.385,176.5,295.26349,46.148022,Kepler,
CONFIRMED,17.32670445,4.269,800,2.23,4.61,0.721,19.38,535,15.565,34.8,288.53867,40.61615,Kepler,
CONFIRMED,44.8411168,5.902,1051.6,2.75,4.61,0.721,5.45,390,15.565,28.9,288.53867,40.61615,Kepler,
FALSE POSITIVE,1.008917105,1.4577,338.5,1.51,4.578,0.795,1698.88,1636,15.36,34.2,297.50385,40.342972,Kepler,
CONFIRMED,13.75207851,2.8831,1215.6,2.81,4.616,0.699,22.57,556,15.587,36.8,283.12964,43.888241,Kepler,
CONFIRMED,6.33855946,3.4617,721.7,3.31,4.466,1.03,270.47,1034,15.182,57.4,284.96304,43.91301,Kepler,
CANDIDATE,11.30507984,3.989,278.4,1.4,4.556,0.844,72.67,744,15.152,19.5,290.25964,45.388409,Kepler,
CONFIRMED,4.59489816,3.1381,109.7,1.85,4.217,1.381,716.65,1319,13.298,27.7,290.59207,45.737141,Kepler,
CONFIRMED,32.2964275,4.561,472.2,1.9,4.47,0.891,15.14,503,15.2,17.9,290.98331,45.973301,Kepler,
CONFIRMED,2.97041801,2.2369,530.7,1.7,4.608,0.743,228.11,991,15.759,22.4,299.05127,47.94928,Kepler,
CANDIDATE,9.9824036,1.09,83.9,1.17,4.364,1.139,205.65,966,13.538,5.4,297.90045,48.0947,Kepler,
CANDIDATE,12.68173393,1.6866,5879.1,7.25,4.577,0.701,30.84,601,15.303,102.8,286.0528,50.256592,Kepler,
FALSE POSITIVE,6.814984472,3.05409,23915,14.18,4.566,0.817,115.58,836,15.981,742.2,296.66086,43.816441,Kepler,
FALSE POSITIVE,63.9354965,13.321,1250.6,2637.6,0.684,97.41,10631.01,2590,10.88,57.6,299.60202,43.695995,Kepler,
CANDIDATE,83.09708021,9.2639,15860,13.83,4.627,0.636,2.78,329,15.678,277.2,296.0882,47.142891,Kepler,
CONFIRMED,7.891448838,4.2854,10345,12.63,4.313,1.237,263.54,1028,13.435,1955.1,282.62967,46.32336,Kepler,
CANDIDATE,0.839961456,1.3008,492.9,1.63,4.618,0.718,1066.37,1455,15.929,35.1,295.08423,50.114609,Kepler,
CONFIRMED,2.578852119,2.3581,334.3,1.63,4.553,0.853,540.56,1230,15.106,36.7,295.41745,43.60564,Kepler,
FALSE POSITIVE,9.04189129,2.789,783.4,3.24,4.572,0.826,66.83,729,14.88,34.5,286.88751,50.377071,Kepler,
CONFIRMED,30.22910274,6.6751,443.4,3.49,4.188,1.518,76.88,755,13.432,71.7,291.64676,41.884659,Kepler,
FALSE POSITIVE,0.798200403,1.8261,396.8,24.03,4.449,1.031,4875.01,2128,14.613,65.9,296.98853,46.596882,Kepler,
FALSE POSITIVE,3.479425638,3.4479,19550,12.86,4.519,0.878,435.85,1166,14.041,123.3,295.6713,40.59906,Kepler,
FALSE POSITIVE,2.92878704,4.634,549.4,22.76,4.534,0.883,556.77,1239,15.148,47.7,297.82944,40.706779,Kepler,
CONFIRMED,9.80321143,4.4617,813.4,2.99,4.472,0.992,152.12,896,15.439,53.1,288.73407,46.939388,Kepler,
CONFIRMED,24.81097206,3.2245,2090.8,4.22,4.511,0.921,37.43,631,14.373,123.9,296.84616,40.138611,Kepler,
CANDIDATE,7.136922,2.8005,221.6,1.38,4.511,0.921,197.05,956,14.373,23.7,296.84616,40.138611,Kepler,
CONFIRMED,4.8538404,3.198,196.4,1.72,4.483,0.968,288.7,1052,14.971,15.4,298.20071,48.267841,Kepler,
CONFIRMED,11.04605365,4.799,308.3,1.8,4.429,1.025,134.66,869,14.681,24.3,298.11478,48.4944,Kepler,
FALSE POSITIVE,2.621706694,1.941,4572,34.68,4.436,0.881,648.75,1288,15.399,24.3,297.38153,48.565041,Kepler,
CONFIRMED,3.72020708,1.892,156.9,0.99,4.516,0.797,195.7,954,14.293,15,298.46579,48.55941,Kepler,
FALSE POSITIVE,12.26486736,4.7366,11311,28.29,3.81,2.344,317.89,1077,14.137,560.2,284.64886,41.015018,Kepler,
CONFIRMED,8.689301216,2.563,1117,2.92,4.447,0.895,88.24,782,14.548,70.9,298.60788,46.453678,Kepler,
CONFIRMED,20.99757968,2.454,1131.8,2.97,4.447,0.895,27.2,582,14.548,44.7,298.60788,46.453678,Kepler,
FALSE POSITIVE,0.979442525,1.0348,469.3,1.64,4.607,0.745,1420.01,1567,15.747,27,298.14053,40.073872,Kepler,
CONFIRMED,3.120828136,2.1878,16456,14.16,4.471,0.996,680.79,1303,14.804,113.5,282.96616,48.34507,Kepler,
CONFIRMED,15.13590453,2.236,255.7,2.57,4.137,1.572,179.16,933,13.964,19.8,299.95721,44.771889,Kepler,
FALSE POSITIVE,1.399326503,1.8305,206.4,1,4.572,0.728,402.58,1143,15.447,22.7,289.32101,46.134319,Kepler,
CONFIRMED,1.937029968,1.4727,312.3,0.87,4.761,0.49,97.94,802,14.39,42.8,283.13547,43.657051,Kepler,
CONFIRMED,7.06117322,1.0406,481.7,1.23,4.761,0.49,17.41,521,14.39,27.2,283.13547,43.657051,Kepler,
CONFIRMED,20.55331441,5.3136,678.3,3.19,4.409,1.112,74.49,749,14.829,40.6,296.4032,51.271339,Kepler,
CONFIRMED,40.0686713,5.8875,970.9,3.1,4.411,0.992,23.27,560,14.683,62,294.95685,43.014332,Kepler,
CONFIRMED,114.73658,12.0355,4850,12.28,3.963,1.699,12.13,476,14.6,230.6,297.91687,46.96513,Kepler,
CONFIRMED,191.239133,16.942,1061.2,6.47,3.963,1.699,6.14,401,14.6,36.8,297.91687,46.96513,Kepler,
CANDIDATE,5.83393857,4.5813,134.4,1.98,3.963,1.699,642.83,1285,14.6,17.6,297.91687,46.96513,Kepler,
FALSE POSITIVE,24.3282251,6.158,1120.6,294.02,4.59,0.78,17.33,520,15.952,26.4,296.99191,40.758911,Kepler,
CONFIRMED,10.41572666,2.7719,825.3,3.01,4.426,0.987,95.64,797,14.072,69.3,297.79514,40.417709,Kepler,
CONFIRMED,14.97031664,5.884,290.5,2.53,4.123,1.483,143.33,883,14.167,28.9,298.29495,48.775459,Kepler,
CONFIRMED,32.2753853,8.622,223.9,2.31,4.123,1.483,51.5,683,14.167,17.9,298.29495,48.775459,Kepler,
CANDIDATE,6.33027476,3.67,89.2,1.02,4.363,1.07,283.31,1046,14.167,9.8,298.29495,48.775459,Kepler,
CONFIRMED,38.3262237,3.073,392.1,2.43,4.441,0.903,12.56,480,14.31,15,284.13263,48.825119,Kepler,
CONFIRMED,4.04355245,1.965,416.2,1.75,4.744,0.532,33.34,613,14.963,21.2,284.13287,49.142609,Kepler,
CANDIDATE,5.59728249,1.795,1407.3,3.28,4.551,0.858,176.53,930,15.969,30.8,295.43436,42.166321,Kepler,
CONFIRMED,5.52418625,2.826,491,2.25,4.372,1.004,214.86,976,15.377,20.7,294.94388,39.032059,Kepler,
CONFIRMED,8.77514782,3.176,351.9,1.91,4.372,1.004,115.84,837,15.377,12.7,294.94388,39.032059,Kepler,
FALSE POSITIVE,10.12742274,1.2762,933.5,3.8,4.399,1.162,208.77,969,15.623,19.5,294.14682,39.12706,Kepler,
FALSE POSITIVE,0.870693883,1.2137,438.5,2.09,4.519,0.883,2923.54,1876,14.996,55.6,298.13391,40.530289,Kepler,
CONFIRMED,27.5071114,5.907,580.7,2.58,4.539,0.88,24.71,569,15.219,30.7,297.3013,43.141891,Kepler,
CONFIRMED,5.1443645,2.703,310.7,1.55,4.445,0.904,171.63,923,15.369,20.2,283.47818,43.383781,Kepler,
CONFIRMED,18.45848388,3.3703,535.3,2.5,4.419,0.948,37.81,632,14.516,41.5,289.85913,46.522671,Kepler,
CONFIRMED,25.9421582,4.045,569.7,1.95,4.585,0.796,14.85,501,14.817,31.6,285.2962,46.603439,Kepler,
CONFIRMED,21.06075303,5.2472,301.2,1.78,4.382,1.034,47.39,669,13.182,54.4,298.17722,42.237041,Kepler,
CONFIRMED,13.08424286,3.0401,662,2.71,4.426,0.987,70.51,739,14.072,51.2,297.79514,40.417709,Kepler,
CONFIRMED,2.684328541,2.69382,18136,12.73,4.411,0.956,603.57,1265,14.29,2833.1,292.85574,46.391178,Kepler,
CANDIDATE,23.3397956,1.923,125.1,1.23,4.36,1.084,43.02,653,14.072,4.5,297.79514,40.417709,Kepler,
CONFIRMED,2.806243488,1.6271,599.6,1.41,4.684,0.581,83.53,771,15.988,22.4,289.29065,51.40889,Kepler,
FALSE POSITIVE,2.27190723,5.383,149,1.12,4.506,0.856,714.27,1318,14.459,36.8,294.73419,40.86142,Kepler,
FALSE POSITIVE,7.132351753,2.9674,744.1,49.34,4.08,1.93,1466.12,1579,13.337,91.2,294.83032,46.734348,Kepler,
CONFIRMED,6.53194024,3.3351,771.9,3.09,4.391,0.977,159.66,907,15.28,39.6,284.29694,49.15868,Kepler,
CONFIRMED,51.3011844,5.359,498.9,2.07,4.508,0.929,13.86,492,14.739,19.6,284.61621,49.190811,Kepler,
FALSE POSITIVE,1.097211085,1.6738,38946,16.07,4.92,0.334,71.01,740,15.155,83.5,283.79654,49.50399,Kepler,
CONFIRMED,0.938466959,1.3015,217.4,1.58,4.323,1.087,2919.17,1876,13.757,54.4,284.73145,49.533192,Kepler,
CANDIDATE,51.3901452,5.995,494,3.62,4.284,1.292,24.98,570,15.03,15.4,293.62592,39.50631,Kepler,
CONFIRMED,3.217518511,2.11481,14319,11.38,4.473,0.903,464.73,1185,14.835,1287.4,289.43463,49.4734,Kepler,
CONFIRMED,4.66271902,2.757,1630.6,3.86,4.514,0.939,274.98,1039,13.297,28.2,298.48282,46.793621,Kepler,
CONFIRMED,11.8150174,2.834,1003,3.48,4.514,0.939,79.66,762,13.297,10.5,298.48282,46.793621,Kepler,
CONFIRMED,7.834433676,2.89,2018.1,3.47,4.62,0.72,53.33,689,12.231,246.6,287.60559,49.523258,Kepler,
CONFIRMED,3.005156911,2.0747,691.6,2.2,4.62,0.72,191.27,949,12.231,115.1,287.60559,49.523258,Kepler,
CONFIRMED,33.3856176,5.0361,553.2,2.48,4.407,1.022,26.73,580,14.264,37.1,295.80658,50.909801,Kepler,
FALSE POSITIVE,8.48039789,6.249,259.7,1.71,4.364,1.05,132.85,866,14.673,22.7,298.73007,46.688671,Kepler,
FALSE POSITIVE,1.333395306,1.188,114.5,0.86,4.527,0.811,880.53,1390,15.299,11.5,288.92575,39.90155,Kepler,
CONFIRMED,7.71467686,4.5871,233.9,4.65,3.843,2.599,1636.72,1622,12.082,33.3,281.97125,43.672771,Kepler,
CONFIRMED,4.4444826,3.686,163,1.71,4.426,1.079,518.45,1217,15.216,18,288.99258,46.67075,Kepler,
FALSE POSITIVE,21.3781146,19.359,556.1,3.18,4.417,1.131,65.94,727,15.686,35.4,293.66507,40.359531,Kepler,
CONFIRMED,29.5422566,13.902,879.9,3.15,4.572,0.803,16.56,515,15.481,39.5,282.43918,43.734482,Kepler,
CONFIRMED,144.551628,16.599,1035.2,3.06,4.572,0.803,1.99,303,15.481,27.1,282.43918,43.734482,Kepler,
CANDIDATE,186.4361811,5.774,4347,11.32,4.132,1.37,3.66,353,15.402,66.5,290.12857,40.021832,Kepler,
CONFIRMED,8.04727721,5.159,486,2.33,4.553,0.849,126.56,855,15.068,36.1,290.58685,51.69582,Kepler,
CONFIRMED,5.87063416,2.5736,505.6,1.44,4.66,0.612,33.99,616,15.961,23.2,286.58539,46.87093,Kepler,
CONFIRMED,15.35876777,4.1223,14638,10.89,4.484,0.887,45.46,662,14.991,812.6,295.28723,41.221958,Kepler,
CONFIRMED,29.5390897,4.139,403.3,2.51,4.365,1.238,61.49,714,15.111,18.8,290.49316,39.785519,Kepler,
CANDIDATE,35.6364022,4.888,452.6,1.99,4.532,0.887,19.62,537,15.614,15.7,290.24103,39.96801,Kepler,
FALSE POSITIVE,0.94773253,1.7645,11306,45.58,4.183,1.269,6862.81,2321,11.51,103.9,290.73804,39.919651,Kepler,
FALSE POSITIVE,0.784031658,0.7773,352.2,1.55,4.578,0.824,1995.65,1705,15.479,28.2,294.13202,39.981979,Kepler,
CANDIDATE,8.98128472,5.0397,4924,7.19,4.473,1.022,153.36,898,15.703,76.6,296.57153,50.677849,Kepler,
CONFIRMED,13.07141889,3.0946,251.1,2.47,4.173,1.439,203.87,964,13.717,32,294.74207,43.536831,Kepler,
FALSE POSITIVE,0.692015479,1.1315,4518.1,19.31,4.747,0.497,294.34,1057,15.692,163.4,287.14313,46.50806,Kepler,
FALSE POSITIVE,17.0421346,7.507,3616.7,5.14,4.59,0.773,29.47,594,15.57,108.9,291.28659,43.404411,Kepler,
FALSE POSITIVE,7.94671044,2.8419,6084.4,27.43,4.626,0.702,48.5,673,15.791,165.3,287.80457,46.23893,Kepler,
FALSE POSITIVE,3.74781242,5.241,5367,38.04,4.438,1,446.47,1172,17.445,44.8,291.02301,50.262226,Kepler,
CANDIDATE,192.667139,5.443,1148.3,3.64,4.487,0.878,1.52,283,14.879,26,296.6713,43.49839,Kepler,
CONFIRMED,3.989544192,1.591,190,0.93,4.643,0.688,157.1,903,14.083,26.2,294.6499,43.33559,Kepler,
CONFIRMED,17.9776037,4.605,213.9,1.58,4.46,1.006,75.61,752,14.307,23.3,287.03952,46.640129,Kepler,
CONFIRMED,11.8693144,4.653,101.9,1.09,4.46,1.006,131.58,864,14.307,13.9,287.03952,46.640129,Kepler,
CONFIRMED,12.98494603,3.4497,257.2,1.64,4.384,1.025,105.74,818,13.029,38.4,286.43365,50.300331,Kepler,
FALSE POSITIVE,7.300735516,5.78725,13052,13.32,4.394,1.138,328.98,1086,14.933,1640,296.04764,43.762138,Kepler,
CONFIRMED,19.17893976,5.144,752.8,2.4,4.538,0.881,39.65,640,15.401,34.3,297.48257,40.680779,Kepler,
CONFIRMED,6.99130452,2.1568,555.4,1.95,4.606,0.761,62.05,716,14.94,36.3,296.17728,46.99902,Kepler,
CANDIDATE,52.971584,3.4632,3882.6,29.02,4.55,0.789,6.19,402,15.7,51.4,281.61887,46.814201,Kepler,
CONFIRMED,3.517494725,1.5639,532.8,1.42,4.699,0.564,58.08,704,14.699,52.6,291.15295,40.887489,Kepler,
CONFIRMED,6.93365167,4.608,119.6,1.7,4.212,1.304,351.27,1104,14.042,20.1,294.17108,40.055168,Kepler,
CANDIDATE,5.91393977,0.562,84,1.07,4.415,1.129,361,1112,14.042,2.8,294.17108,40.055168,Kepler,
CONFIRMED,61.0373591,8.378,437.5,3.38,4.154,1.614,32.74,610,14.171,40.2,290.66852,40.39772,Kepler,
CONFIRMED,33.8677783,3.72,894.8,2.31,4.593,0.691,5.69,394,15.81,23.8,290.10654,40.490662,Kepler,
CANDIDATE,14.62399621,2.193,1082,21.92,4.57,0.815,50.91,681,15.789,25,291.33719,40.558201,Kepler,
FALSE POSITIVE,1064.268096,11.5521,22772,33.63,3.833,2.173,1.47,281,12.328,1171.2,288.25864,43.376465,Kepler,
FALSE POSITIVE,2.113202658,3.5234,2104.8,207.71,4.502,0.858,635.47,1281,15.465,97.2,296.91724,43.517529,Kepler,
CANDIDATE,9.771462706,1.767,6933.2,10.15,4.551,0.853,96.39,799,14.245,215,286.14938,49.867512,Kepler,
CANDIDATE,281.5628889,8.853,21012,10.83,4.536,0.776,0.49,214,15.962,237.1,284.84988,46.13895,Kepler,
FALSE POSITIVE,1.157808038,3.6705,866.7,22.9,4.532,0.886,1472.38,1579,15.837,78.8,297.17429,43.479099,Kepler,
FALSE POSITIVE,6.14281498,4.624,122,1.82,4.128,1.554,796.26,1355,13.45,36,292.03149,49.388618,Kepler,
CONFIRMED,5.69919592,2.3906,159.4,1.16,4.493,0.932,204.18,964,13.069,35.3,292.58444,49.923161,Kepler,
CONFIRMED,18.11473813,5.2706,241.5,2.49,4.247,1.36,112.43,830,12.841,51.3,288.66156,49.737209,Kepler,
CONFIRMED,6.24145791,3.0998,163.7,1.6,4.25,1.259,360.09,1111,13.939,30.8,286.27176,43.59523,Kepler,
CONFIRMED,20.4222447,6.22,189.3,1.78,4.274,1.299,89.74,785,13.47,34.7,290.09082,39.81699,Kepler,
CONFIRMED,8.72585478,4.473,446.7,2.86,4.326,1.131,222.19,985,14.764,37.7,298.25204,40.496078,Kepler,
CONFIRMED,12.88291395,5.676,460.5,3.15,4.326,1.131,132.23,865,14.764,33.6,298.25204,40.496078,Kepler,
CONFIRMED,27.4345973,5.038,472.6,2.56,4.326,1.131,48.29,672,14.764,25.3,298.25204,40.496078,Kepler,
CONFIRMED,4.22453631,3.128,159.1,1.6,4.326,1.131,584.24,1254,14.764,16.7,298.25204,40.496078,Kepler,
CONFIRMED,44.5520266,6,362.1,2.29,4.326,1.131,25.3,572,14.764,16.7,298.25204,40.496078,Kepler,
CONFIRMED,52.069002,3.0089,558.3,2.92,4.251,1.246,17.76,524,14.279,25.6,289.67935,40.700459,Kepler,
CONFIRMED,2.418406841,2.0744,665.4,2.25,4.484,0.887,535.84,1226,14.991,69.1,295.28723,41.221958,Kepler,
CANDIDATE,8.51170088,2.9,421.1,2.39,4.438,1,141.6,878,14.279,23,289.67935,40.700459,Kepler,
FALSE POSITIVE,5.0825188,3.328,105,0.88,4.561,0.834,207.45,968,14.445,17.1,290.92316,40.77103,Kepler,
CANDIDATE,6.93910337,2.977,614.7,1.41,4.844,0.42,9.28,445,15.855,22.9,291.285,40.730049,Kepler,
CONFIRMED,9.11500269,4.558,268.3,1.78,4.431,1.028,159.34,906,14.63,21.7,289.38351,41.392689,Kepler,
FALSE POSITIVE,8.48031942,7.297,1426.7,4.54,4.439,0.991,168.01,918,15.262,92.8,298.82254,46.650269,Kepler,
CONFIRMED,13.7223682,5.1231,571.1,2.23,4.399,0.943,73.16,746,13.749,97.9,293.26093,44.868889,Kepler,
FALSE POSITIVE,3.582076914,4.4228,1534.4,5.33,4.422,0.993,604.27,1265,15.193,138.4,296.07822,43.13694,Kepler,
CONFIRMED,15.43400996,4.2572,1785.9,4.3,4.509,0.951,63.79,721,15.703,59.7,297.35233,46.09594,Kepler,
FALSE POSITIVE,1.780984316,2.173,590.9,2.33,4.545,0.87,899.03,1397,15.516,46,288.76318,50.174221,Kepler,
CONFIRMED,7.63846084,3.957,71.7,1.12,4.274,1.299,333.3,1089,13.47,16.6,290.09082,39.81699,Kepler,
CONFIRMED,70.6981724,6.632,357.7,1.63,4.536,0.866,7.11,417,13.046,37.7,295.52121,49.738628,Kepler,
CONFIRMED,3.74443645,2.9191,73.3,1.1,4.269,1.293,736.89,1328,12.71,25.4,291.46732,50.75948,Kepler,
CANDIDATE,10.19154678,6.165,61.3,1.39,4.049,1.684,404.17,1144,11.74,27.6,281.46173,46.789894,Kepler,
