toi,tid,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,koi_disposition
1000.01,50365310,112.357708,-12.69596,-5.964,-0.076,2459229.63,2.1713484,2.0172196,656.8860989,5.8181633,22601.94858,3127.204052,9.604,485.735,10249,4.19,2.16986,FALSE POSITIVE
1001.01,88863718,122.580465,-5.513852,-4.956,-15.555,2459987.949,1.9316462,3.166,1286,11.2154,44464.5,4045,9.42344,295.862,7070,4.03,2.01,CANDIDATE
1002.01,124709665,104.726966,-10.580455,-1.462,-2.249,2459224.688,1.8675574,1.408,1500,23.7529,2860.61,2037,9.299501,943.109,8924,4.33418,5.73,FALSE POSITIVE
1003.01,106997505,110.559945,-25.207017,-0.939,1.64,2458493.396,2.74323,3.167,383.41,10.50417995,1177.36,1631,9.3003,7728.17,5388.5,4.15,1.23,FALSE POSITIVE
1004.01,238597883,122.178195,-48.802811,-4.496,9.347,2459987.047,3.5730141,3.37,755,11.3113,54679.3,4260,9.1355,356.437,9219,4.14,2.15,FALSE POSITIVE
1005.01,169904935,120.704811,-11.101521,-26.932,-2.901,2459985.157,4.5505945,2.654,3731,7.10841,414.775,1257,9.1309,100.711,5613,4.33418,1.09,FALSE POSITIVE
1006.01,156115721,124.359239,-27.273521,-29.1,-6.8,2459229.985,2.5047918,4.3797563,2270.540219,8.6950898,1750.932635,1649.82207,9.2386,370.553,6616,4.33418,1.53429,FALSE POSITIVE
1007.01,65212867,112.752393,-4.463359,0.357,3.399,2459247.931,6.9989206,3.953,2840,14.7752,448.744,1282,8.87759,283.291,6596,3.71,2.7,CANDIDATE
1008.01,440801822,109.382839,13.395219,-17.9,1.3,2460258.236,2.0483755,2.767,483,3.19621,5644.4,1175.803988,8.9362,144.297,6858.5,4.2,1.57,FALSE POSITIVE
1009.01,107782586,111.667845,-24.462111,-3.297,4.849,2459229.231,1.9600277,2.0065257,1707.627269,10.50417995,1063.342296,1456.424653,8.4331,866.147,8868.7,4.33418,1.23,CANDIDATE
101.01,231663901,318.737012,-55.871863,12.641,-16.011,2458326.009,1.4303699,1.6165994,18960.71229,13.1874503,1281.240825,1525.904809,12.4069,375.31,5600,4.48851,0.890774,CONFIRMED
1010.01,139853601,112.293981,-21.832912,-5.746,4.502,2459228.878,0.6808702,2.4634563,1507.800689,5.9115908,87140.69959,4382.026606,8.45086,485.122,9438,4.33418,1,FALSE POSITIVE
1011.01,114018671,113.984761,-32.841999,145.102,-134.901,2459984.628,2.4704981,2.191,250,1.44656,575.597,1364,8.2388,52.62,5413.7,4.46,0.94,CANDIDATE
1013.01,97700520,107.286063,-31.933523,-3.973,7.061,2459232.248,5.4255548,3.9637474,14939.63422,10.50417995,273.5880696,1037.275305,7.6095,510.295,8868.7,4.33418,1.23,FALSE POSITIVE
1014.01,96246348,103.561602,-34.22282,-13.063,9.737,2459985.657,1.4095184,0.9484999,2841.510326,10.50417995,1650.422071,1625.618022,7.678,224.672,9307,4.33418,1.23,FALSE POSITIVE
1015.01,155044736,122.895964,-27.971896,1.566,-17.974,2459963.61,1.3730466,2.5708515,1301.506534,42.1479417,3160.632833,1912.331864,10.7069,906.496,4897,4.33418,6.7996101,FALSE POSITIVE
1016.01,175310067,116.110771,-36.098285,-9.231,11.614,2459238.831,12.6889415,7.9201001,3232.852789,14.0608342,425.1594177,1158.131037,10.6257,368.646,7601,4.31,1.53641,FALSE POSITIVE
1017.01,182943944,124.726411,-37.78325,-11.278,9.593,2458518.965,1.10422,2.37,14177.7,21.0448,39459.3,3926,10.6019,406.997,6995.2,4.07,1.61,FALSE POSITIVE
1018.01,291555748,111.716019,-50.266567,-8.018,11.56,2458492.781,4.95912,2.509,7440,22.9123,673.55,1419,10.6254,360.541,5889,3.86,2,FALSE POSITIVE
1019.01,341420329,120.147994,-54.878552,-11.732,2.586,2459232.447,5.2341008,3.7078139,20796.94163,24.2931408,1453.666385,1574.838185,10.6348,399.544,7645,4.3,1.56203,CANDIDATE
102.01,149603524,87.139821,-63.988329,-15.641,26.046,2460187.917,4.4119378,3.65,15062,15.4706,653.252,1408,9.7109,175.631,6280,4.32092,1.21,CONFIRMED
1020.01,140706664,128.381976,-43.828421,-5.814,4.328,2458521.291,3.28892,3.793,10518.9,10.50417995,29832.6,3661,10.7173,906.827,8734.2,4.1,1.23,FALSE POSITIVE
1021.01,143994283,119.30075,-42.999149,-3.211,-15.082,2458492.904,1.90879,1.909,618.482,3.34688,985.807,1561,10.5551,235.974,6022.6,4.52,1.22,FALSE POSITIVE
1023.01,238374636,120.837688,-51.345626,-23.366,22.652,2459303.304,1.3214483,3.435,2180,21.8839,35623.2,3827,9.697,316.398,5050.8,3.56,2.99,FALSE POSITIVE
1024.01,141482386,86.820714,-72.422611,1.128,11.563,2458339.723,18.0157,2.524,610,21.644,7.64364,463,10.0814,692.266,4709,4.33418,7.61,FALSE POSITIVE
1025.01,297967252,142.521159,-51.517114,-19.153,11.046,2458545.15,9.6837921,2.4006056,4238.239901,10.50417995,3176.310692,1914.698926,5.5324,129.838,8598.7,4.33418,1.23,CANDIDATE
1026.01,388624270,125.434634,-51.759442,47.228,-6.325,2460720.808,14.2628757,6.9350494,913.2067174,2.4765813,153.2069421,980.3628831,9.9138,105.677,5690,4.58,0.853898,FALSE POSITIVE
1027.01,20318757,167.133275,-29.653135,-87.554,12.992,2460037.869,3.2834565,1.537,1558,2.87648,161.092,992,10.2103,56.3449,4272,4.6,0.68,CANDIDATE
1027.02,20318757,167.133275,-29.653135,-87.554,12.992,2460032.533,11.02875,2.715,1694,2.76586,15.0463,548,10.2103,56.3449,4272,4.6,0.68,CANDIDATE
1027.03,20318757,167.133275,-29.653135,-87.554,12.992,2460032.573,5.0113292,1.024,1210,2.52314,17.1793,567,10.2103,56.3449,4272,4.6,0.68,CANDIDATE
1028.01,447283466,157.098337,-51.705409,30.65,-33.906,2458544.481,1.01606,2.843,240,1.20704,2784.04,2023,7.9059,23.7748,4634,4.64,0.68,FALSE POSITIVE
1029.01,374908020,88.73909,-65.958839,-1.585,-3.482,2458365.893,36.22214,5.107,7170,10.50417995,355.909,1175.803988,6.841,370.553,5788.7,4.33418,1.23,FALSE POSITIVE
103.01,336732616,312.457488,-24.428694,10.426,15.62,2458327.253,3.547854,3.494333,10424.3718,14.581841,1212.004376,1504.858953,11.5232,411.211,6351,4.22896,1.4,CONFIRMED
1030.01,464296022,155.831478,-57.590248,-26.184,22.489,2460054.784,12.1246519,4.612,7279,17.6729,207.32,1057,9.5706,78.41273,4807.6,4.17,1.07,FALSE POSITIVE
1031.01,304021498,140.88389,-67.026006,-23.901,3.03,2459304.838,5.652623,3.434,1250,8.94354,2717.06,2011,9.7318,270.771,6415.4,3.98,1.92,FALSE POSITIVE
1032.01,146589986,159.221506,-42.541639,-15.15,6.437,2459283.829,5.6643704,3.8087395,3491.823297,14.7738943,7657.662151,2385.853649,9.7611,587.196,10395,4.13,2.3383701,CANDIDATE
1033.01,149601557,87.282586,-60.498444,8.9,20.7,2460195.101,29.0160175,5.345,1389,6.77406,33.2234,1175.803988,10.0163,219.94,6113.1,4.33418,2.01,FALSE POSITIVE
1034.01,400595342,134.441752,-49.000578,-4.837,4.109,2460768.617,3.6404389,2.5339234,476.3077321,3.7025342,9941.226551,2783.098027,9.8174,363.44,9810,4.43,1.60776,FALSE POSITIVE
1035.01,361413119,144.150273,-61.583182,-9.506,16.897,2459286.873,6.0744477,2.4954821,5982.521241,30.9493217,1487.564434,1583.93989,10.1126,347.556,5964,3.7,2.4303801,CANDIDATE
1036.01,146172354,157.867112,-42.240448,10.992,-57.748,2460037.172,3.7795212,2.952,2761,5.98375,466.528,1294,10.2855,184.015,5771,4.31,1.18,CANDIDATE
1037.01,363260203,147.385172,-63.306478,-19.687,10.953,2459331.125,1.2025238,1.991,390,6.31106,208477,5952,9.0211,279.698,9158,4.32,1.74,FALSE POSITIVE
1038.01,90544017,128.454638,-49.940347,-15.5,7,2459273.372,3.2235985,2.159,680,5.51341,2064.8,1175.803988,8.7157,280.765,8904,4.09,2.17,FALSE POSITIVE
104.01,231670397,319.949697,-58.148933,10.552,-10.658,2460150.609,4.0872956,5.586113,3572.17125,13.6237732,2242.36054,1755.076738,9.8638,316.678,6036,3.93359,2.2186699,CONFIRMED
1040.01,310483807,128.61421,-61.488262,-11.78,6.725,2458520.657,2.55555,1.566,340,11.5901,3520.68,2145,8.3854,732.432,10037,4.33418,6.04,FALSE POSITIVE
1041.01,385624852,138.402252,-55.19791,-14.189,14.261,2459261.801,8.30792,3.228,8350,43.1068,2276.25,1924,8.0981,305.034,9081,3.83,3.05,FALSE POSITIVE
1042.01,360286627,141.975215,-61.33004,-11.595,3.139,2459281.338,0.758082,1.8184632,583.93181,10.1273702,216218.1005,5499.747633,9.718,792.633,9917,3.75,3.5086601,CANDIDATE
1043.01,90448944,128.302319,-52.714202,-9.496,14.659,2459985.77,1.4415577,2.349,507,3.61078,16861.8,3174,9.5719,208.055,6902,4.25,1.52,FALSE POSITIVE
1044.01,463402815,153.811023,-58.766393,-14.441,6.214,2460037.195,1.0085089,1.642,3051,10.50417995,355.909,1175.803988,10.0031,494.689,5215.2,4.33418,1.23,CANDIDATE
1045.01,54044474,159.887704,-32.51188,-34.609,14.667,2459301.544,3.7039994,4.277,7590,17.57,3546.13,2149,9.6306,300.696,7013.8,4.21,1.9,FALSE POSITIVE
1046.01,309787037,126.419468,-60.907514,-1.536,-9.979,2460177.867,1.3042553,1.706,914,9.36472,26944.7,3569,10.0119,301.298,6762,4.11,1.75,FALSE POSITIVE
1047.01,370745311,144.581535,-67.505097,-35.412,24.084,2458544.791,0.62627,0.666,1880,5.72162,3235.57,2101,10.2355,134.926,5622,4.5,0.93,FALSE POSITIVE
1048.01,384549882,136.527702,-54.903922,-10.863,7.063,2458518.376,0.30412,0.748,1330,10.417,280833,6413,8.802,440.426,11892,4.14,2.52,FALSE POSITIVE
1049.01,16288184,253.768848,-28.710584,-8.568,-5.562,2459363.821,2.1805277,2.969175,16340.13532,16.808853,1770.465054,1654.404068,11.0657,314.995,6599,4.21017,1.2714601,CONFIRMED
105.01,144065872,337.457824,-48.003099,91.976,-6.861,2459084.585,2.1846669,2.86528,11708.02285,13.7028527,1362.138143,1549.44098,9.4995,137.544,5630,4.37759,1.23824,CONFIRMED
1050.01,66818296,239.962248,-28.061794,-8.1,-9.639,2459355.546,3.7354838,4.142,17030,21.2315,1292.19,1670,11.0261,405.908,6650,4.1639,1.57,CONFIRMED
1052.01,317060587,337.510274,-75.646561,-63.327,-1.942,2458332.941,9.139804,3.0912936,358.4157801,3.0629855,243.011763,1006.993283,9.0197,129.804,5958.2,4.34,1.58,CONFIRMED
1053.01,112395568,290.977117,-33.351416,-18.692,-8.192,2458657.999,5.742625,2.860293,1105.760867,13.088532,355.909,1175.803988,8.8849,263.729,5664,3.26574,3.86959,FALSE POSITIVE
1054.01,366989877,302.114174,-54.317501,1.594,-15.903,2460122.7,15.5077855,4.565,513,2.43432,88.0718,853,8.4362,88.4343,6122,4.30881,1.17,CONFIRMED
1055.01,320004517,293.286615,-54.532728,108.439,-82.632,2458661.063,17.4713078,4.4284819,1199.754148,3.5766828,53.3700317,689.3568807,8.0888,57.2651,5783.54,4.49925,0.974669,CONFIRMED
1056.01,421894914,339.258703,-76.917605,9.716,-20.168,2458326.062,5.3079507,3.2158594,391.3830934,3.0486928,603.2401116,1263.986113,9.6663,168.354,6124.3,4.38,1.36963,CANDIDATE
1057.01,323132914,127.996917,-78.407564,117.721,-24.565,2458607.351,51.1701501,6.6641048,851.4547808,2.9366826,11.2148229,466.7322968,9.4091,98.2855,5599,4.46138,0.943356,CANDIDATE
1058.01,31553893,288.911772,-31.790813,3.226,-16.323,2458663.023,11.1296441,7.0473822,951.6169809,12.8402271,1255.681716,1518.237249,9.3781,338.831,5785,4.344,3.4475601,CANDIDATE
1059.01,380783252,269.714503,-60.922727,4.297,-207.409,2460106.338,9.4496506,2.021,19750,17.0216,38.5799,694,9.7825,98.8783,5509,4.39758,0.94,CANDIDATE
106.01,38846515,68.959816,-64.027039,10.845,-0.499,2460201.639,2.8493825,3.567,8049,16.3869,2005.83,1864,10.3157,364.411,6900,4.438,1.77,CONFIRMED
1061.01,253990973,284.688908,-41.242483,24.978,-71.79,2458654.253,0.540933,1.674337,257.347459,2.28501,355.909,1175.803988,9.7345,133.171,5525,4.25342,1.21935,FALSE POSITIVE
1062.01,299799658,38.120968,-78.023683,107.847,30.732,2460177.2,4.1150576,1.08,487,2.30057,77.3573,826,9.478,82.1733,5394,4.50942,0.89,CONFIRMED
1063.01,406976746,230.555493,-83.056214,-89.125,-9.6,2458629.392,10.0665238,2.4023189,839.9044871,2.7272824,54.8791715,694.1792631,9.0689,61.1201,5552,4.61783,0.791742,CANDIDATE
1064.01,79748331,296.003935,-47.56203,-3.457,-100.891,2458656.668,6.4438657,1.9309449,1121.951228,2.460344,60.831305,712.2812841,10.0059,68.0726,4803,4.52079,0.737189,CONFIRMED
1064.02,79748331,296.003935,-47.56203,-3.457,-100.891,2458664.49,12.2265595,2.1904379,1206.369329,2.6014766,25.8970378,575.3502049,10.0059,68.0726,4803,4.52079,0.737189,CONFIRMED
1065.01,7088246,286.36675,-50.06735,7.315,-0.862,2458654.348,2.160344,1.828854,19357.99299,22.503541,355.909,1175.803988,13.2851,639.004,5780,4.32928,1.2,CONFIRMED
1066.01,201604954,285.096517,-54.893341,3.99,-37.19,2458657.833,4.606184,3.121643,13793.03487,12.962219,355.909,1175.803988,11.9707,353.891,5670,4.3925,1.07,CONFIRMED
1067.01,201642601,288.672005,-59.57935,3.125,6.146,2458656.988,3.1316735,2.4579197,14915.69437,9.4995191,148.6544991,890.5622134,13.1686,263.609,4351,4.438,0.76701,CONFIRMED
1068.01,6663331,284.399762,-49.138513,11.096,-5.764,2458656.633,3.180362,2.111521,21192.46332,13.446487,355.909,1175.803988,13.2887,535.383,5498,4.47934,0.92,CONFIRMED
1069.01,31858843,289.479212,-32.860124,-16.778,-31.803,2460147.379,2.9776446,2.962,13022,14.4339,758.324,1461,10.4293,197.996,5703,4.25824,1.22,CONFIRMED
107.01,92352620,313.783239,-34.135751,26.376,-44.947,2460176.993,3.9502008,4.444,13914,20.5357,1009.38,1570,9.6433,211.211,6153,4.18077,1.71,CONFIRMED
1070.01,31858844,289.478541,-32.861327,-1.585,-3.482,2458655.579,2.9776152,3.25697,43218.11168,26.88423,873.27,1386.5,15.7114,370.553,5740,4.29219,1.28,FALSE POSITIVE
1071.01,120247528,280.184169,-58.459388,-27.094,-30.897,2458655.394,3.5544026,2.0550535,10164.87534,13.200677,515.0014435,1214.987644,11.5803,290.198,5639,4.37172,1.11499,CONFIRMED
1072.01,140830390,75.627307,-72.913998,1.679,32.797,2459211.732,12.8379689,9.8464123,10539.01928,25.4886382,374.129,1225,11.7106,703.878,5765,4.34773,2.4494,FALSE POSITIVE
1073.01,158297421,287.484402,-49.664942,3.827,4.878,2459036.473,3.9228016,1.8736007,31510.90049,13.3368705,91.167589,788.0973496,13.6699,300.67,4444,4.438,0.6983,CONFIRMED
1074.01,327301957,310.761004,-72.010267,20.031,42.175,2458662.653,13.9428705,3.7522756,1015.395543,2.4233421,28.0927293,587.1759148,10.6339,107.356,5206,4.63095,0.741671,CANDIDATE
1075.01,351601843,309.971209,-65.449699,-99.737,-59.95,2458654.25,0.6047392,1.0403847,1027.683348,1.8625587,528.0253155,1222.59731,11.1186,61.4592,4046,4.60963,0.580337,CONFIRMED
1076.01,360742636,294.633694,-55.330269,5.382,-38.112,2458654.163,2.5495611,2.6173308,14921.40219,12.9171288,757.1284067,1337.864515,11.2474,248.46,5659,4.44653,1.03997,CONFIRMED
1077.01,369960846,173.810798,-88.096213,-22.788,9.977,2458654.103,1.6062693,1.9561305,16725.30193,12.6436029,844.2700581,1374.801814,13.461,463.683,5192,4.4617,0.984326,CANDIDATE
1078.01,370133522,306.928646,-56.462287,424.414,-1230.62,2458654.103,0.5182425,0.8565249,831.8920424,1.3485121,255.1405815,1019.329598,10.1165,20.373,3325,4.88693,0.390989,CONFIRMED
1079.01,379240073,283.119492,-55.387928,-1.479,-2.677,2458656.38,3.1644075,2.0576293,5603.463547,14.8814743,2206.155048,1747.949001,13.1284,1179.27,6519,4.22068,1.7234,CANDIDATE
108.01,289793076,316.96148,-26.09672,3.479,-10.313,2458328.084,3.0440541,2.5984575,22236.01654,12.1086799,315.9871326,1075.318454,13.163,421.855,5523,4.52192,0.809868,CONFIRMED
1080.01,161032923,276.368325,-52.214573,-270.293,-69.552,2458654.061,3.9652485,1.0112593,3680.754444,1.2305102,5.2829448,386.6684768,12.7067,25.559,3296,4.96636,0.199988,CANDIDATE
1081.01,253728991,282.140409,-40.11177,-5.214,-5.918,2458654.026,2.98278,3.109528,6136.231662,11.467011,355.909,1175.803988,11.5247,354.05,6027,4.29978,1.23975,CANDIDATE
1082.01,261108236,83.275809,-80.815478,-10.282,45.685,2458626.086,16.3469053,3.5865698,2212.425725,3.5059571,8.9995944,441.7489067,11.8835,100.248,4310,4.57345,0.649613,CANDIDATE
1083.01,322270620,296.822194,-87.32281,-82.691,-290.716,2458627.916,12.9802953,2.5034417,2407.260867,2.4241912,4.7341229,376.2093904,12.0936,68.9109,3614,4.81257,0.491323,CANDIDATE
1084.01,380589029,268.890707,-61.7474,1.031,-17.577,2458653.973,1.3484961,2.4074261,18463.76367,15.8824638,2706.960623,1839.671304,12.2851,494.182,6346,4.38484,1.14759,CONFIRMED
1086.01,468148930,305.56982,-88.568495,16.867,-14.683,2458655.291,3.7178828,5.5277827,4864.840513,14.6986197,1925.142617,1689.411619,12.2303,736.397,5818,4.33787,2.0840001,CANDIDATE
1087.01,426077080,238.001011,-76.49349,-5.338,-9.267,2458630.772,9.30992,3.464,2220,14.2968,215.208,1067,9.4142,416.25,6907,3.63,3.09,FALSE POSITIVE
1089.01,129319156,228.84306,-52.885989,-10.161,-5.871,2458643.103,4.73703,3.902,2410,25.7144,53821,4243,10.3918,778.127,11600,4.13,2.48,FALSE POSITIVE
109.01,29344935,313.215475,-25.687376,1.053,-9.881,2458326.127,2.76676,2.6872178,14947.43878,12.2867389,505.8840075,1209.574123,13.2366,513.011,5346,4.48823,0.984866,CONFIRMED
1090.01,361034196,242.016315,-68.588832,5.989,2.514,2458628.963,2.19296,4.586,4933.74,22.7769,31883.5,3722,10.0196,566.502,7009.8,3.6,2.95,FALSE POSITIVE
1091.01,193413306,222.101134,-56.025931,-4.775,-15.261,2459359.555,1.725841,3.674,2710,15.0024,50469.2,4175,9.3529,321.671,7348,3.9,2.39,CANDIDATE
1092.01,387079085,217.022882,-64.634285,-49.039,-21.072,2458601.381,1.1923,3.119,3730,30.666,40771.2,3958,9.0039,209.919,6534,3.95,2.04,FALSE POSITIVE
1093.01,382331352,215.805264,-63.045983,-3.135,-4.442,2458601.338,11.47606,6.083,3050,10.50417995,355.909,1175.803988,10.0067,1710.22,5788.7,4.33418,1.23,FALSE POSITIVE
1095.01,375223080,133.968965,-75.926187,-4.136,11.358,2459307.386,1.4821386,2.1867078,2102.65683,13.7339261,18197.13545,2962.241804,10.4291,582.521,7066,3.78,2.6647301,CANDIDATE
1096.01,375225453,133.826684,-73.173308,-21.883,19.084,2459307.936,0.9209526,1.8602735,360.8801529,5.7349089,32740.36294,3430.762244,10.11,490.288,6553,3.65,2.8908899,FALSE POSITIVE
1097.01,360630575,189.775859,-74.57402,-50.359,-6.874,2459376.411,9.188506,2.492,460,2.16591,63.4589,786,8.7215,79.5561,5876,4.48,0.98,CONFIRMED
1097.02,360630575,189.775859,-74.57402,-50.359,-6.874,2459344.462,13.9028391,2.1264429,647.2701039,2.6136848,77.4841883,756.6987586,8.7215,79.5561,5876,4.48,0.983215,CONFIRMED
1098.01,383390264,192.589285,-88.121111,-18.776,-18.086,2458629.909,10.1826983,2.8275109,667.4752458,3.0538057,198.394783,957.1991659,8.7581,105.096,6153,4.34814,1.14582,CONFIRMED
1099.01,290348383,328.718171,-77.338802,224.864,-186.625,2460140.221,6.441006,1.812,914,2.56374,87.8902,853,7.3661,23.606,4867,4.438,0.8,CONFIRMED
110.01,281459670,5.618525,-59.942589,-22.309,-4.893,2458328.04,3.1743504,2.751086,15457.32476,14.9172256,718.9096994,1320.651823,11.6714,342.14,5943,4.42524,1.15706,CONFIRMED
1100.01,318608749,9.126138,-83.567067,-0.23,1.169,2459044.495,20.0731588,3.8449215,1152.964546,4.0506906,69.3993155,736.1368293,10.5135,205.43,6033,4.37,1.14849,FALSE POSITIVE
1101.01,271581073,319.551469,-77.529113,16.363,-5.515,2459058.793,2.66903,1.548,3110,9.36823,429.86,1268,10.5891,262.794,5803.5,4.07,1.56,FALSE POSITIVE
1102.01,311890977,263.003209,-76.858265,-33.273,-100.013,2458627.804,6.63371,2.122,1555.34,2.75375,22.9987,610,10.5652,58.0624,4138.1,4.54,0.63,FALSE POSITIVE
1103.01,351603103,310.086743,-63.789963,17.057,-25.094,2459037.656,2.94308,4.073,4490,45.3525,2533.34,1976,10.5598,320.212,4437,4.33418,3.13,CANDIDATE
1104.01,451599528,279.721286,-85.709137,147.495,-42.057,2459367.034,341.2811281,6.303026,972.5797241,4.7531892,121.1597998,846.173434,7.5622,70.0154,6058.6,4.2,1.39203,FALSE POSITIVE
1105.01,274151135,146.053969,-89.471513,-18.368,8.978,2460086.979,10.8680523,2.375,1553,2.90726,20.7383,594,10.2809,79.5225,4664,4.55,0.76,CANDIDATE
1106.01,384513078,253.110033,-79.135182,10.476,-8.299,2458630.719,11.1149,2.26,900,14.7645,21.9713,603,10.0717,523.425,5042,4.33418,4.94,CANDIDATE
1107.01,394561119,155.607863,-82.218869,9.065,2.896,2459336.074,4.0782392,4.8475616,6046.695969,13.898174,1619.008123,1617.82673,10.0068,281.314,6501,4.08,1.74836,CONFIRMED
1108.01,295599256,274.221618,-68.197779,6.355,-13.85,2458655.549,7.14386,1.467,11146.4,22.1531,355.909,1175.803988,9.941,417.08,7860,4.15,1.91,FALSE POSITIVE
1109.01,50309953,30.198486,-77.610376,58.003,-33.25,2459083.352,7.04083,2.979,1580,8.46404,852.336,1505,9.7906,102.238,5317,4.49,0.91,FALSE POSITIVE
111.01,355703913,0.774487,-62.469317,2.894,4.911,2458326.105,2.1061569,1.4688934,12142.22385,13.086872,691.8428073,1308.041753,13.183,508.842,5380,4.4337,0.940697,CONFIRMED
1110.01,446549905,286.791829,-58.697242,3.879,-6.843,2460146.99,2.4545635,2.321,4248,11.1276,2162.73,1899,9.6789,243.838,6610,4.15,1.64,FALSE POSITIVE
1111.01,412014494,291.373783,-60.941042,15.517,-8.387,2460131.89,11.4756978,0.808,8341,14.1098,11.4585,512,9.3871,312.461,7262,4,2.13,FALSE POSITIVE
1112.01,369864738,163.628917,-87.269735,-5.215,-8.358,2458626.542,2.78186,2.456,490,4.92567,1323.21,1680,9.5162,292.085,6819,3.92,2.21,FALSE POSITIVE
1113.01,290348382,328.710839,-77.337433,247.896,-157.626,2460140.221,6.4410082,1.798,7076,4.59203,8.2114,471,9.66865,23.8853,3469,4.71,0.53,FALSE POSITIVE
1116.01,304100538,27.699972,-75.848774,10.497,-3.836,2458325.662,5.0100708,2.0644756,409.4812214,2.3107394,210.6631712,971.6657708,9.5268,94.4178,5551,4.46214,0.906282,CANDIDATE
1117.01,295541511,273.602061,-66.419974,-15.32,-38.643,2459386.964,2.2281625,2.015,630,2.56778,702.927,1434,10.4055,167.598,5731,4.43,1.02,CANDIDATE
1118.01,90919952,277.432937,-44.625506,-0.54,-5.003,2458660.163,4.13812,3.911,5560,10.50417995,613.964,1386,10.5084,370.553,4898.4,4.33418,1.23,FALSE POSITIVE
112.01,388104525,55.933639,-65.19378,21.126,16.543,2460069.774,2.4997996,2.865171,14621.20596,13.8516093,907.8624196,1399.989438,11.6035,302.448,5650,4.28867,1.13732,CONFIRMED
1120.01,143257766,293.389272,-45.892667,11.184,3.978,2458656.451,1.66226,3.321,6030,13.3343,7149.89,2561,10.4063,386.323,7301,4.23,1.64,FALSE POSITIVE
1121.01,24094603,269.648642,-46.065523,2.307,-2.24,2458658.611,4.07611,2.062,1454.18,10.50417995,355.909,1175.803988,11.0605,338.644,5788.7,4.33418,1.23,FALSE POSITIVE
1122.01,304774444,281.369481,-52.262928,4.1,-24.9,2460115.853,3.6245513,3.042,1299,4.3503,919.571,1175.803988,10.2934,249.826,6317,4.33418,1.38,FALSE POSITIVE
1125.01,80166433,298.287708,-46.369991,11.24,6.895,2459036.495,0.7724825,1.3744974,211.3168519,4.1624907,60276.50005,3996.287792,8.0465,237.593,8271,3.95,2.5027299,CANDIDATE
1126.01,405862830,279.062469,-43.620606,6.138,10.755,2460122.432,1.6268695,3.231,1502,2.36498,1946.23,1850,10.3579,97.8115,5034,4.64,0.73,FALSE POSITIVE
1127.01,269450900,292.195297,-36.00026,1.909,-0.117,2458657.631,2.32439,4.453,2704.18,10.50417995,68217.5,4502,7.3163,177.741,8268.5,3.93,1.23,FALSE POSITIVE
1128.01,425721385,289.761799,-43.074223,17.105,-55.58,2458663.152,13.5499,1.795,1180,6.24633,31.6652,660,9.7298,222.529,6209,4.09,1.63,FALSE POSITIVE
1129.01,91576611,284.157959,-29.398357,17.883,-14.764,2458659.069,4.43651,3.365,1520,19.9664,8233.41,2653,8.7823,247.414,7101.9,3.91,2.32,FALSE POSITIVE
113.01,97409519,332.714337,-30.749719,-0.71,-14.516,2458327.053,3.372877,2.63426,17163.60419,14.201803,615.165921,1270.187448,12.1893,448.637,6050,4.45061,1.02,CONFIRMED
1130.01,254113311,286.376004,-41.43764,12.538,-27.18,2460144.137,8.34998,1.836,16680,11.1424,19.9348,588,10.1429,58.2609,4236,4.52,0.74,CONFIRMED
1130.02,254113311,286.376004,-41.43764,12.538,-27.18,2460126.924,4.0686405,1.8373729,2650.095001,3.7548333,84.108766,772.378302,10.1429,58.2609,4236,4.52,0.741921,CONFIRMED
1131.01,198213332,248.433545,61.718334,-4.999,6.335,2458711.595,0.5860366,0.8098934,410.5241553,4.906408,26813.10571,3263.672181,9.2872,222.74,5579,3.67,2.39803,CANDIDATE
1132.01,267489265,298.781281,54.781445,-7.484,-20.775,2460351.8,1.5502952,2.938,411,3.34528,10796.6,2839,9.2293,286.668,7851,4.17,1.86,FALSE POSITIVE
1133.01,69997672,294.824079,31.958037,-5.049,-28.421,2458684.235,1.80709,3.297,450,4.86242,7233.01,2569,9.11458,233.369,6244,3.84,2.2,FALSE POSITIVE
1134.01,122220263,290.02096,36.637774,21.767,15.98,2460333.438,18.6922101,7.765,11126,18.1458,282.175,1141,9.03609,170.732,6277,4.09,1.65,FALSE POSITIVE
1135.01,154872375,193.39637,85.129495,16.883,5.076,2460658.974,8.0277326,4.284,5705,9.06883,248.619,1106,9.02855,114.048,5962.7,4.38,1.15,CONFIRMED
1136.01,142276270,192.184898,64.855276,0.937,-10.171,2459612.448,12.5187279,5.38,2320,5.58857,626.362,1393,8.9361,84.5362,5729,4.47,0.98,CONFIRMED
1136.02,142276270,192.184898,64.855276,0.937,-10.171,2460366.027,6.2586065,3.201,813,2.51593,232.392,1087,8.9361,84.5362,5729,4.47,0.98,CONFIRMED
1136.03,142276270,192.184898,64.855276,0.937,-10.171,2459594.183,26.3208756,4.414,800,2.71349,26.4328,631,8.9361,84.5362,5729,4.47,0.98,CONFIRMED
1136.04,142276270,192.184898,64.855276,0.937,-10.171,2458697.756,18.795547,4.3425576,470.6731965,2.1597669,48.477077,672.9826313,8.9361,84.5362,5729,4.47,0.977727,CONFIRMED
