toi,tid,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,koi_disposition
3096.01,229465678,197.187667,-28.234466,-19.58,14.286,2459325.616,4.4282303,2.577,17180,10.50417995,355.909,1175.803988,13.151,277.823,5788.7,4.33418,1.23,CANDIDATE
3097.01,163262555,173.074702,-47.496395,-26.888,40.219,2460041.535,1.3683875,1.357,8410,8.79209,449.294,1282,12.99,347.415,5000,4.33418,0.89,CANDIDATE
3098.01,163260812,173.137772,-46.315267,-19.93,3.726,2460015.104,4.7323433,4.1038025,15681.82337,17.3410428,775.9423569,1346.09935,11.315,401.011,6438,4.29,1.35252,CANDIDATE
3099.01,163030461,172.108389,-45.016427,-5.627,5.187,2459330.065,2.5543095,2.239,18680,13.5543,559.574,1354,12.5869,444.736,5990,4.53,0.95,CANDIDATE
310.01,175477257,351.105814,-36.975998,-2.02,-1.992,2459090.953,4.2695675,3.7002918,8610.388642,12.2342646,631.8356941,1278.706253,12.4191,557.751,5798,4.22,1.3043,CANDIDATE
3100.01,162620529,170.330028,-44.30802,-25.972,6.18,2459330.083,3.2907468,2.309,15760,14.0568,430.347,1268,13.1472,697.681,6229,4.45,1.08,CANDIDATE
3101.01,157213708,175.816278,-30.073164,0.339,-1.892,2459301.392,4.0467915,3.979,5180,12.8472,843.152,1501,13.2285,1121.79,5933,3.96,1.79,CANDIDATE
3102.01,147092818,161.945206,-47.024943,-10.515,9.329,2459329.106,3.8769776,4.526,2760,10.50417995,897.738,1524,12.7544,744.917,5569.2,4.33418,1.23,CANDIDATE
3103.01,133129971,149.409755,-51.335534,-4.684,-2.895,2459303.206,4.3437796,2.774,7750,11.8307,466.22,1294,12.842,730.225,6513,4.32,1.32,CANDIDATE
3104.01,132963419,149.263633,-49.750476,-11.048,2.281,2458588.299,10.3069451,2.599,6340,10.50417995,16.5348,561,12.6304,370.553,4445,4.33418,1.23,CANDIDATE
3105.01,124454726,198.803835,-31.368751,-30.136,5.491,2459329.83,5.3332571,3.102,2020,5.82279,1133.52,1616,11.6814,354.09,6068,4.41,1.1,CANDIDATE
3106.01,124453339,198.648685,-30.722726,-41.47,-1.799,2459331.915,1.485163,1.789,4490,8.99362,867.237,1175.803988,11.8817,288.3,5506.2,4.33418,1.28,CANDIDATE
3107.01,124174267,196.726352,-31.716391,-15.733,0.157,2459330.174,4.7343852,4.468,12440,18.0528,593.089,1465,12.477,650.592,5776,4.05,1.6,CANDIDATE
3108.01,124146529,196.472218,-31.791555,-37.948,-8.595,2459331.224,6.900352,2.452,10420,8.86463,59.4485,773,13.1948,410.81,5205.8,4.53,0.85,CANDIDATE
3109.01,120723776,164.06056,-52.482296,-1.585,-3.482,2459327.889,2.8831285,3.53,26290,28.6734,523.57,1332,12.483,370.553,5788.7,4.33418,1.77,FALSE POSITIVE
3110.01,104022675,195.986628,-32.436442,-8.877,-5.01,2459331.224,0.7428708,1.112,4970,7.86186,1797.04,1813,13.0326,572.747,5635.9,4.35,1.11,FALSE POSITIVE
3111.01,103832313,194.760859,-35.972917,-8.335,5.782,2458591.976,4.640636,2.984,15710,13.1303,107.987,898,14.6574,726.621,4539,4.27,1.02,CANDIDATE
3112.01,98662211,185.727447,-11.599585,21.901,-22.304,2459576.217,4.2842284,1.497,11830,14.0459,56.6249,764,12.5042,384.707,4911,4.19,1.19,CANDIDATE
3113.01,94346376,177.104652,-52.483406,-3.203,1.374,2458591.779,3.1339232,4.029,6230,10.50417995,1420.13,1710,13.2725,1394.86,5980.5,4.33418,1.23,CANDIDATE
3114.01,94011343,176.36839,-50.888443,7.992,3.402,2459331.608,4.407111,2.134,9140,11.7059,131.096,942,11.6001,304.599,5478,4.27,1.18,CANDIDATE
3115.01,93093765,174.699184,-52.400336,0.728,-2.482,2459327.016,2.7961137,1.604,5500,7.7487,421.749,1262,12.5831,550.038,6455,4.51,1.06,CANDIDATE
3116.01,80778619,165.951263,-48.526307,-22.524,1.637,2460014.722,1.6484941,2.0820857,3523.467382,9.6099784,4111.353216,2042.283116,12.4173,713.76,6316,4.14,1.5764199,CANDIDATE
3117.01,73082014,189.667798,-45.416556,-16.894,-7.686,2459332.173,3.2689953,2.931,15890,17.1329,439.803,1275,13.4259,787.785,5552,4.19,1.32,CANDIDATE
3118.01,58461209,201.376867,-28.413642,6.73,-18.318,2458594.48,3.8098324,3.881,3250,10.3911,618.962,1389,11.4553,423.105,5406,3.91,1.78,CANDIDATE
3119.01,57793060,174.759354,-32.190584,-4.443,5.544,2459289.298,8.907516,3.522,8610,14.3733,230.828,1085,13.0462,971.254,6407,4.2,1.49,CANDIDATE
3120.01,22384839,184.037125,-45.426342,-7.037,3.153,2458588.106,7.0235956,4.739,5630,10.50417995,471.691,1298,13.0772,763.939,6276,4.33418,1.23,CANDIDATE
3121.01,14715294,174.752258,-29.842071,-6.008,0.351,2459304.265,5.5167527,4.288,13410,21.0821,622.985,1391,13.1194,1180.61,6296,4.01,1.81,CANDIDATE
3122.01,61117473,226.954057,-28.156608,-13.363,-0.539,2459356.523,6.1836286,2.573,9990,13.3233,195.93,1042,12.123,520.156,6504,4.34,1.29,FALSE POSITIVE
3124.01,454918388,178.147139,-77.417249,-29.729,2.452,2459388.23,2.2545904,0.977,5980,11.3495,202.365,1050,12.6177,486.768,5567,4.23,1.25,CANDIDATE
3125.01,160023,223.71844,-29.152093,-7.046,-1.625,2459358.443,6.7565519,3.442,5200,12.7591,319.273,1177,12.8296,802.611,5972,4.05,1.64,CANDIDATE
3126.01,454876465,177.840549,-76.87837,-16.612,0.966,2459386.794,1.8246123,1.835,16080,18.0134,615.616,1387,13.2585,693.951,5655,4.15,1.39,CANDIDATE
3128.01,453677947,157.261362,-75.214992,-13.833,7.85,2459386.588,2.3155132,0.649,1520,7.00521,106.203,894,11.9346,444.507,6011,4.16,1.45,CANDIDATE
3129.01,4711,218.918812,-26.179337,7.543,-12.078,2459358.079,2.3348152,1.861,5310,11.4665,520.71,1330,10.9198,321.683,5949.1,4.12,1.51,CANDIDATE
313.01,9102327,350.779775,-19.41965,-1.191,5.003,2458354.543,3.2615,2.233,1652.28,5.07097,403.299,1248,11.3018,304.942,5963,3.41,1.13,FALSE POSITIVE
3130.01,453396346,150.7847,-72.267792,-9.055,7.547,2460041.173,0.4415174,1.7224979,3910.452354,31.5083507,9740.796411,2533.776863,13.5606,1511.72,5117,4.33418,2.9223199,CANDIDATE
3131.01,2876,218.820321,-25.055977,-10.555,-8.357,2459357.047,2.6274574,2.31,21660,18.5088,930.543,1538,13.1643,764.831,6148,4.33,1.23,CANDIDATE
3132.01,448923766,214.426637,-70.36436,3.849,-2.708,2459385.111,2.2664085,2.63,10240,13.4164,1201.76,1640,13.1311,715.396,6107,4.29,1.27,CANDIDATE
3133.01,448775221,213.370342,-68.010933,-1.155,-8.037,2459388.723,4.0902788,3.584,5060,13.9755,724.371,1445,11.938,630.243,6130,3.92,1.95,CANDIDATE
3134.01,448688668,212.675539,-66.457671,-10.559,-3.21,2458649.589,2.2308431,2.969,10950,22.6165,1903.91,1840,13.3397,1245.7,6386,3.88,2.14,CANDIDATE
3135.01,448098793,207.859228,-69.772563,-20.891,-16.751,2459357.945,3.7065603,1.98,15010,12.9758,256.023,1114,11.0994,221.673,5632,4.41,1.03,CANDIDATE
3136.01,418471796,205.332577,-79.40995,-3.934,-4.547,2459388.272,2.6841894,2.836,29670,21.16,719.556,1442,12.7666,572.389,5914,4.33,1.17,CANDIDATE
3137.01,395514100,207.680537,-77.302536,-1.585,-3.482,2460069.639,1.8823821,3.1478726,21038.612,10.50417995,1667.009354,1629.687216,11.528,370.553,5788.7,4.33418,1.23,CANDIDATE
3138.01,270347814,215.522835,-30.512524,-12.081,-29.321,2458623.064,2.8740048,1.592,25890,12.2262,59.3788,773,13.5117,260.826,4270.3,4.57,0.74,CANDIDATE
3139.01,48661942,229.740751,-28.410491,-5.202,-0.706,2459354.841,3.9628496,2.844,4480,9.64171,589.616,1175.803988,11.9118,488.081,5449,4.24,1.43,CANDIDATE
314.01,316769613,354.668284,-32.860745,3.648,-29.532,2458355.595,10.18108,3.674,1190,2.66019,57.0026,765,11.1741,131.567,4822,4.55,0.78,CANDIDATE
3140.01,394900138,203.170833,-72.926273,-9.577,6.363,2459386.579,3.0932735,2.937,10900,10.50417995,355.909,1175.803988,13.0885,1010.18,5788.7,4.33418,1.23,CANDIDATE
3141.01,394443982,200.21869,-73.774851,-19.458,-5.097,2459382.058,4.4338805,3.93,9180,13.6095,995.704,1564,12.4712,678.463,6695,4.32,1.37,CANDIDATE
3142.01,387791274,217.301861,-62.053831,-3.605,-2.367,2459360.085,1.1536561,2.51,40190,10.50417995,355.909,1175.803988,13.229,1517.54,5788.7,4.33418,1.23,CANDIDATE
3143.01,384244834,216.568723,-63.050473,-1.585,-3.482,2459354.834,2.9902369,3.042,6460,140.194,129.684,940,12.048,370.553,5788.7,4.33418,17.34,CANDIDATE
3144.01,361176558,192.621574,-75.651848,-10.942,1.449,2459383.264,3.7724947,2.199,9180,13.5487,424.722,1264,13.1885,775.951,6623,4.33,1.33,CANDIDATE
3145.01,360816296,190.950263,-76.69611,-50.404,-12.974,2459382.329,3.5505931,2.713,15700,17.9407,409.306,1253,12.1258,283.803,4803,4.07,1.34,CANDIDATE
3146.01,360816293,190.946764,-76.696666,-48.746,-13.432,2458650.906,3.5506084,2.706,16040,14.4767,230.045,1084,12.2077,280.355,5083,4.26,1.13,FALSE POSITIVE
3147.01,359572563,183.820158,-75.568053,-10.497,-0.422,2459386.393,1.5256634,1.925,16180,10.50417995,1117.11,1610,13.0237,828.066,5230.5,4.33418,1.23,CANDIDATE
3148.01,323980895,146.086848,-79.545167,-35.496,19.576,2459387.985,4.2814436,0.868,4910,10.6824,18.5873,578,11.681,342.833,5097.8,4.33418,1.36,CANDIDATE
3149.01,296670796,223.977871,-61.063084,-1.585,-3.482,2459359.711,1.1542402,3.377,15460,10.50417995,2852.28,2035,13.4841,370.553,4136.6,4.33418,1.23,CANDIDATE
315.01,66356824,12.076269,-32.119461,-7.27,-26.111,2459109.392,3.55562,1.838,2610,11.1675,691.805,1428,12.4245,551.619,5671,4.19,1.34,FALSE POSITIVE
3150.01,195256633,222.683091,-57.761231,-7.924,-10.913,2459357.831,5.3430663,5.101,7220,21.0355,6581.64,2509,12.0697,872.272,7822,4.04,2.15,CANDIDATE
3151.01,36607746,225.524773,-55.288205,-5.387,-5.694,2459358.412,1.7257597,1.375,13880,15.2188,1028.24,1577,12.6499,677.678,7235,4.44,1.27,CANDIDATE
3152.01,467484304,168.613521,-61.55911,-6.527,2.486,2459359.018,0.7815064,1.353,8410,11.9775,7256.54,2571,13.3551,1195.67,7691,4.42,1.37,CANDIDATE
3153.01,466318137,165.732079,-60.196871,-1.585,-3.482,2460014.805,1.1216021,1.6434889,3599.106629,10.50417995,2238.227706,1754.267495,11.2789,370.553,3294,4.33418,1.23,FALSE POSITIVE
3154.01,465176038,162.663087,-60.847019,-1.585,-3.482,2460014.877,4.0333818,4.414595,13745.29808,13.1197,1126.095102,1477.452465,12.802,1020.98,6347.3,4.33418,1.73,CANDIDATE
3157.01,456962262,201.47318,-59.18126,-1.585,-3.482,2460043.138,2.8823183,3.6626984,66566.10059,10.50417995,635.8677275,1280.741392,13.6244,370.553,5068.9,4.33418,1.23,CANDIDATE
3158.01,451254008,171.015386,-57.543638,-22.843,6.675,2459329.467,6.8561604,4.32,5540,14.3692,461.072,1290,12.534,935.189,6282,3.92,2.01,CANDIDATE
3159.01,449549170,200.464421,-62.542122,14.36,-7.901,2460068.914,1.4753526,3.29,870,5.30533,4142.31,2235,11.2925,428.115,5732,3.93,1.81,CANDIDATE
3160.01,440872576,224.565856,-27.68255,-13.711,2.431,2459355.823,3.9712794,2.606,8670,15.3233,393.511,1240,11.9333,567.678,6200,4.09,1.62,CANDIDATE
3161.01,438777551,201.760571,-53.448129,-12.673,-1.162,2460041.774,1.4010338,2.22,13310,18.1441,3603.2,2158,12.9306,937.758,7014,4.26,1.52,CANDIDATE
3162.01,433546897,190.402872,-65.797305,3.066,-2.364,2460041.73,1.5755252,3.5874714,3712.600918,21.7284649,9281.79025,2503.385239,11.6387,677.547,6560,3.89,2.1970401,CANDIDATE
3163.01,425316308,191.088792,-55.013313,-12.999,-2.045,2459357.895,3.0749168,2.67,8540,15.2762,984.71,1560,11.8232,572.474,6782,4.2,1.6,CANDIDATE
3164.01,419946164,202.818012,-48.69895,-20.225,-2.423,2458623.343,1.7765395,1.258,14020,16.6,926.709,1537,12.5348,629.894,6394,4.33,1.28,FALSE POSITIVE
3165.01,419858461,191.643659,-59.564831,-15.145,-6.206,2460041.976,2.5433707,3.2214112,55256.73337,29.0069132,1385.186432,1555.954191,13.6313,844.49,6748,4.49,1.12503,CANDIDATE
3166.01,412371819,190.745817,-59.795682,-1.585,-3.482,2459358.687,1.87502,2.664,21260,10.50417995,1741.2,1799,12.9852,1011.69,6263,4.33418,1.23,CANDIDATE
3167.01,411796826,219.168773,-57.009862,-6.6,-3.026,2459355.199,3.0959309,2.545,14080,17.8437,914.4,1531,12.5526,688.505,6918,4.28,1.47,CANDIDATE
3168.01,410554986,214.225596,-55.013245,-34.397,-26.375,2459354.568,5.1745185,2.441,10490,13.926,111.237,904,11.7627,326.088,5340,4.14,1.36,CANDIDATE
3169.01,403911354,188.458725,-50.597457,-1.047,-2.561,2459325.552,4.4814049,1.689,10170,13.8048,156.928,986,12.6738,684.827,6232,4.25,1.37,CANDIDATE
317.01,402319411,353.540235,-14.860039,51.309,-20.838,2459090.204,3.3262977,2.9439229,24223.62808,14.7729343,371.945532,1120.055611,12.9238,446.344,5391,4.46,0.947585,CANDIDATE
3170.01,400712525,167.095117,-71.234231,-11.643,3.131,2459356.724,1.8923031,1.956,4800,10.50417995,1728.63,1796,12.4163,694.986,6898.3,4.33418,1.23,CANDIDATE
3171.01,399058051,162.996504,-69.590115,-0.575,0.057,2460041.248,1.5706704,3.3750912,16439.18774,10.50417995,1428.595492,1568.003647,13.5735,811.401,5164.3,4.33418,1.23,CANDIDATE
3172.01,398502253,161.321203,-68.46059,-9.855,3.017,2460043.481,3.0031058,3.4866136,6677.786216,16.5290691,2602.23605,1821.614279,13.5411,1373.41,6212,3.95,1.91287,CANDIDATE
3173.01,398466662,179.944412,-59.17366,14.773,-4.524,2459347.157,8.7719993,4.92,5010,13.7272,271.508,1130,11.569,590.194,6057.7,4.33418,1.9,CANDIDATE
3174.01,392112968,174.287225,-67.519336,-3.116,-0.589,2460041.593,1.1960086,2.35,11770,15.4837,7334,2578,13.2785,1156.97,7108,4.26,1.55,FALSE POSITIVE
3175.01,391510223,161.524658,-61.869847,-1.585,-3.482,2460014.686,1.6546269,3.3211285,24077.15218,10.50417995,1332.772215,1541.021621,13.6512,370.553,7910,4.33418,1.23,CANDIDATE
3176.01,389999924,160.108553,-62.685964,1.398,-3.274,2460015.719,4.7606207,5.9420443,7813.831385,14.527713,536.4815536,1227.463108,12.6453,546.557,6213,4.37,1.1804399,CANDIDATE
3177.01,383410746,183.95117,-64.567485,-24.02,3.233,2459359.634,2.114655,1.945,24130,14.2745,360.619,1214,12.6967,335.166,5254,4.49,0.89,CANDIDATE
3178.01,381996371,208.700857,-62.685154,-4.341,-3.419,2459359.116,2.9331094,3.911,14410,10.50417995,355.909,1175.803988,12.0729,1937.21,5788.7,4.33418,1.23,CANDIDATE
3179.01,378227267,155.142566,-62.650952,-13.908,7.738,2459327.566,4.7076648,1.834,16490,15.3769,117.31,1175.803988,12.0974,360.136,5904,4.33418,1.18,CANDIDATE
318.01,206352378,355.015732,-53.039017,35.059,0.073,2459065.375,3.7463765,1.9560091,18855.63369,10.6334288,142.42552,881.0827589,13.2316,319.923,4696,4.53,0.775888,CANDIDATE
3180.01,372960748,152.638846,-67.577925,-20.009,12.576,2459359.742,2.0963263,1.217,7200,12.906,306.186,1165,12.7602,716.553,5809,4.07,1.56,CANDIDATE
3181.01,372596796,151.49954,-66.897501,-29.996,15.555,2458617.032,3.5366743,2.697,13180,13.338,446.023,1280,12.298,455.304,5971,4.37,1.14,FALSE POSITIVE
3182.01,372448111,151.311753,-65.941982,-9.681,19.931,2459357.042,5.0700956,2.763,3570,5.54459,211.546,1062,12.9615,469.912,5641,4.47,0.96,CANDIDATE
3183.01,370385007,225.991509,-51.182394,-4.613,-4.54,2459360.251,4.2174286,4.045,7050,18.2265,1403.49,1705,12.7414,1085.05,6841,3.93,2.2,CANDIDATE
3184.01,366248595,226.648869,-47.225034,-5.506,-6.804,2459358.97,3.6071588,3.947,4270,11.5952,1086.36,1599,12.2859,649.368,6071,4.04,1.68,CANDIDATE
3185.01,363661031,200.003563,-47.707563,-13.929,-1.935,2459355.304,3.5601365,2.824,4630,14.1499,2183.57,1904,11.162,554.954,6762,4.03,1.93,CANDIDATE
3186.01,363632843,147.899643,-62.786004,-6.217,3.912,2460014.45,3.6130857,1.7149191,12550.1377,23.3477984,2495.086074,1802.565824,13.3586,1403.69,7520,4.25,1.63648,CANDIDATE
3187.01,245027119,197.579939,-48.908885,5.54,0.544,2459359.08,2.0084283,2.6,1310,16.5313,1608.42,1764,11.1799,1018.11,5438.8,4.3,4.54,CANDIDATE
3188.01,363202582,147.149005,-64.564647,-8.802,6.646,2459359.273,1.5659063,1.169,6810,18.7417,1827.32,1821,13.4016,1072.85,6356,4.13,1.6,CANDIDATE
3189.01,361998994,145.2336,-63.487213,-9.782,9.692,2458622.189,1.84996,2.954,9350,13.3315,2772.81,2021,13.6447,1049.88,6320,4.26,1.37,FALSE POSITIVE
3190.01,344745774,156.680692,-66.504894,-6.202,1.752,2460070.209,2.669856,3.559,6480,16.192,4573.16,2290,13.3066,1679.95,7833,4.1,2,CANDIDATE
3191.01,342375120,204.385594,-66.251049,-15.338,-5.494,2459355.804,4.4367891,2.042,4940,16.9119,243.186,1100,12.1441,864.432,6426,3.78,2.42,CANDIDATE
3192.01,336613507,196.373989,-66.385163,-11.227,-5.35,2459356.691,2.2350331,3.102,20880,22.5855,2662.36,2001,12.882,860.344,7057,4.27,1.51,CANDIDATE
3193.01,334757798,213.964279,-60.836844,-3.321,-2.882,2458623.316,2.3019268,2.527,12000,10.50417995,639.638,1401,13.6132,1907.31,5322,4.33418,1.23,CANDIDATE
3194.01,333511802,213.320899,-60.330954,-48.972,-37.079,2459353.903,3.6179419,4.394,14890,11.142,755.42,1460,13.3682,293.249,4460,4.4,0.87,CANDIDATE
3195.01,332880327,216.271435,-53.504985,-7.27,-3.886,2459360.096,0.6676722,1.117,3440,17.2447,4517.79,2284,12.594,1216.73,6842,3.71,2.82,CANDIDATE
3196.01,331297805,212.596515,-60.138326,-13.884,-13.339,2459351.787,4.9816829,2.587,11450,9.90628,170.85,1007,12.4383,321.341,5670,4.52,0.91,CANDIDATE
3197.01,331160996,212.282531,-62.268693,-6.63,-5.457,2458623.464,2.1972485,2.348,30680,10.50417995,480.575,1304,13.5902,1246.7,5146.9,4.33418,1.23,CANDIDATE
3198.01,121625070,225.760711,-37.303281,-0.761,-2.454,2459359.017,2.1271199,2.386,14960,13.6834,789.061,1476,12.6029,476.319,5483.2,4.36,1.08,CANDIDATE
3199.01,330885564,213.95997,-50.538725,-16.662,-6.381,2459359.835,0.6756067,1.028,3480,6.27738,1471.82,1725,13.0904,439.309,5411,4.48,0.92,CANDIDATE
320.01,188593930,345.522623,-16.360699,-28.458,-176.929,2458354.276,1.46503,1.145,3162.12,5.43222,601.367,1379,12.3574,379.256,5912.5,4.36,0.88,FALSE POSITIVE
3200.01,330014070,213.082385,-53.704865,1.072,6.125,2459356.724,6.3087809,1.535,7450,10.50417995,43.1496,714,11.8912,370.553,5267.2,4.33418,1.23,CANDIDATE
3201.01,329921262,192.328452,-68.75053,-1.889,-1.876,2460042.55,2.3631898,2.8375698,5219.180932,10.50417995,828.6247355,1368.387893,11.9963,370.553,4883.2,4.33418,1.23,CANDIDATE
3202.01,329691586,212.54751,-51.453035,-17.711,-10.474,2459358.004,1.5169786,1.241,2720,6.64263,1674.03,1782,12.3574,373.996,5828,4.44,1.02,CANDIDATE
3203.01,329609449,212.569448,-50.104977,-8.03,-5.251,2459358.542,4.2442882,4.273,7530,13.1653,2036.6,1871,12.5757,813.39,6915,4.25,1.52,CANDIDATE
3204.01,326662822,188.601563,-69.758095,-5.209,5.817,2459353.158,4.0446543,4.735,11170,10.50417995,607.949,1383,13.31,1656.76,5172.7,4.33418,1.23,CANDIDATE
3205.01,322862882,218.476437,-24.652822,-139.71,-14.68,2459359.465,1.2361087,1.139,19760,8.82245,272.064,1131,13.364,370.553,4313.2,4.33418,0.59,FALSE POSITIVE
3206.01,321802774,206.103286,-64.496601,-11.167,-5.154,2459357.915,1.9405161,3.344,5930,15.0354,8627.96,2685,12.6265,1095.74,8213,4.16,1.94,CANDIDATE
3207.01,320994166,175.204109,-65.026903,-4.343,0.325,2460070.131,4.0996864,4.806,20570,10.50417995,355.909,1175.803988,13.3096,14728.3,5788.7,4.33418,1.23,CANDIDATE
3208.01,319949055,174.389345,-65.307937,-5.365,2.286,2459356.016,2.3577049,3.357,7210,11.6588,4995.52,2342,13.3011,964.011,7822,4.42,1.39,CANDIDATE
3209.01,319806044,174.495736,-61.471059,-6.275,1.776,2459358.066,1.3509356,2.636,6060,10.50417995,1788.91,1811,13.0789,6817.48,4297.6,4.33418,1.23,CANDIDATE
321.01,175476629,350.977923,-38.225789,25.692,-13.893,2458354.272,1.14057,2.188,5009.01,6.52263,13201.6,2986,12.8509,380.053,5349.5,4.44,0.84,FALSE POSITIVE
3210.01,318668441,173.340353,-63.341897,-7.716,-4.179,2459359.909,2.2364485,2.49,17380,24.5257,3957.51,2209,12.7521,709.721,6905,4.26,1.51,CANDIDATE
3211.01,323002911,125.684734,-79.967892,-5.958,20.068,2459384.247,3.5949457,2.153,5810,11.7369,428.368,1267,12.4531,622.381,6131,4.24,1.36,CANDIDATE
3212.01,316236118,171.894125,-65.144422,-7.542,7.308,2459353.453,4.1943867,2.977,27860,13.2866,140.213,958,13.3216,272.762,4515,4.53,0.76,CANDIDATE
3214.01,312508092,210.678525,-52.863246,-14.115,-8.239,2459355.374,5.7759952,3.594,9030,11.5628,313.194,1171,11.7696,392.044,5992,4.24,1.31,CANDIDATE
3215.01,307888842,180.050068,-61.656157,-10.035,13.157,2459359.495,1.2008331,1.584,5800,10.50417995,355.909,1175.803988,12.9273,868.982,5788.7,4.33418,1.23,CANDIDATE
3216.01,306547699,179.457833,-62.327546,-6.864,0.657,2459356.241,2.6985136,4.856,13510,10.50417995,457.995,1288,13.1235,7186.76,3922.8,4.33418,1.23,FALSE POSITIVE
3217.01,309436531,138.805858,-79.774383,7.514,-2.005,2459383.967,3.2136333,1.875,7810,11.1273,362.609,1215,12.3297,522.663,6189.4,4.32,1.25,FALSE POSITIVE
3218.01,305739565,206.026527,-32.522975,-20.441,1.595,2459329.334,3.3704313,4.608,5610,13.6938,1466.04,1723,12.885,942.122,5765,3.92,1.85,CONFIRMED
3219.01,305492348,178.575415,-62.37515,-9.936,2.258,2459358.274,3.2969977,3.856,8860,17.145,2202.26,1908,12.8427,1227.81,7108,4.11,1.83,CANDIDATE
322.01,198077394,63.825203,-56.253674,7.012,15.022,2459089.946,3.990533,3.4539056,3306.405092,16.0765989,862.3677457,1382.110848,10.7074,277.798,5868.2,4.33418,2.76442,CANDIDATE
3220.01,304950588,178.357087,-61.097733,-6.257,0.371,2459350.857,7.4316274,3.868,13740,10.50417995,25.9699,628,13.2566,3327.99,3505,4.33418,1.23,FALSE POSITIVE
3221.01,303883880,177.688743,-62.75265,-5.306,0.549,2459359.599,0.8970184,2.434,12070,10.50417995,355.909,1175.803988,13.3733,2275.78,5788.7,4.33418,1.23,FALSE POSITIVE
3222.01,303686889,139.599794,-66.646095,-6.668,7.865,2459359.94,5.6320791,4.728,3600,11.8957,817.311,1489,12.8239,1100.93,6409,3.95,2,CANDIDATE
3223.01,297668572,180.606425,-66.529163,-4.84,0.878,2459358.776,4.633735,5.755,48110,10.50417995,196.033,1042,13.2272,2825.07,3905.6,4.33418,1.23,CANDIDATE
3224.01,297457992,180.242096,-69.945817,-15.2,1.013,2459358.053,2.8317721,2.607,12860,17.0328,703.307,1434,13.0791,833.486,6084,4.15,1.48,CANDIDATE
3225.01,401952328,220.32663,-61.611797,-5.448,-12.817,2459357.364,9.1509453,3.522,3110,10.50417995,101.474,884,10.7188,370.553,4474,4.33418,1.23,CANDIDATE
3226.01,295233473,170.310352,-66.172341,-19.225,10.819,2460069.345,2.3720554,3.366,4350,7.05055,661.224,1412,13.4461,419.587,4668,4.22,1.11,CANDIDATE
3227.01,294385899,168.998194,-69.318291,-23.176,5.746,2459342.945,8.9522767,4.508,6280,10.50417995,369.297,1221,12.6795,528.262,5317.7,4.33418,1.23,CANDIDATE
3228.01,294365631,168.864866,-66.837395,-13.612,-1.499,2459358.15,1.8118703,1.368,5510,18.0792,772.444,1468,12.0317,769.274,6222,3.81,2.25,CANDIDATE
3229.01,290263093,173.708318,-64.73169,-9.412,0.617,2459355.167,5.21228,3.863,8950,19.3512,1823.95,1820,13.0502,1295.58,8532,4.14,2.06,CANDIDATE
323.01,251852984,8.20273,-32.059418,-15.897,-24.559,2458355.575,2.7723915,1.8223369,5882.019435,6.3703129,193.9128694,951.7467616,13.3547,315.141,4558,4.52,0.775641,CANDIDATE
3230.01,289445553,219.321096,-48.051596,-25.252,-2.113,2459357.488,1.8200065,2.059,15750,11.7988,457.836,1288,12.1896,254.27,4994,4.43,0.91,CANDIDATE
3231.01,280857321,173.32243,-67.449283,-14.793,0.872,2460042.804,2.1738256,2.081,2730,17.3093,2159.42,1899,11.627,1206.09,7588,3.65,3.28,CANDIDATE
3232.01,269439355,148.00043,-63.075191,-11.026,7.908,2458621.03,3.3898234,1.587,1840,14.9878,229.032,1083,11.3983,825.812,6096,3.5,3.13,CANDIDATE
3234.01,260776145,189.182345,-52.057029,2.173,-5.451,2459321.377,10.7012764,4.428,25250,19.1102,152.102,978,12.5913,655.714,5853.2,4.33418,1.17,CANDIDATE
3235.01,243641947,207.473849,-46.066514,-170.376,-64.023,2459355.554,2.5926199,1.269,78210,11.0137,13.8883,537,13.2486,72.811,3375,4.85,0.37,CONFIRMED
3236.01,242460075,214.31811,-44.33969,-21.078,-1.64,2459356.489,2.9098435,1.928,9480,13.2842,378.481,1228,12.9841,717.079,5955,4.24,1.31,FALSE POSITIVE
3237.01,242389810,213.499311,-44.36654,2.17,-1.041,2459357.131,3.0271374,3.7,22110,22.466,1651.47,1775,13.086,1016.11,6678,4.24,1.49,CANDIDATE
3238.01,241752370,208.889334,-52.524511,13.087,12.795,2458619.089,3.224746,3.621,11350,10.50417995,500.144,1317,13.534,370.553,5032,4.33418,1.23,CANDIDATE
3239.01,241569046,206.981105,-49.721915,-29.974,-5.647,2460043.084,2.2310803,3.3193427,12565.18816,16.1961401,1896.205079,1683.026972,13.5286,967.034,5905,4.16,1.42673,CANDIDATE
324.01,156002449,8.481996,-50.729434,14.855,-34.13,2459092.325,5.2848691,4.7725494,27277.09909,21.377066,523.2760294,1219.838847,13.4081,944.552,6113,4.29,1.2729501,CANDIDATE
3240.01,241514551,206.327123,-50.480521,-3.74,5.861,2459357.914,3.8600722,1.93,16960,10.5393,97.2691,874,12.8713,304.365,5096.5,4.59,0.77,CANDIDATE
3241.01,241326434,204.13817,-51.044343,1.593,-13.716,2459351.726,6.8380862,2.445,34050,17.4994,82.8358,840,11.7754,300.417,5912,4.51,0.96,CANDIDATE
