default_flag,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_rade,pl_radj,ttv_flag,st_teff,st_rad,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,koi_disposition
0,1,0,2016,0,1.523,2.6,0.23106432,0,5735.72,0.950472,129.0675977,17.3815875,195.689,11.359,9.861,11.3102,FALSE POSITIVE
1,1,0,2016,0,1.5235,2.6,0.23106432,0,5735.72,0.950472,129.0675977,17.3815875,195.689,11.359,9.861,11.3102,FALSE POSITIVE
1,1,0,2018,0,0.504961,2.6,0.23106432,0,5169,0.906039,129.5546285,17.4224493,762.137,15.29,13.007,14.9483,FALSE POSITIVE
1,1,0,2016,0,3.383,2.6,0.23106432,0,5603.82,1.019,129.0344102,17.4299822,591.035,13.802,12.141,13.6858,CANDIDATE
0,1,0,2016,0,3.38199819,2.6,0.23106432,0,5603.82,1.019,129.0344102,17.4299822,591.035,13.802,12.141,13.6858,CANDIDATE
1,1,0,2018,0,0.593274,2.6,0.23106432,0,5557,1.07692,135.9347837,17.4516768,1303.74,15.606,13.505,15.3638,FALSE POSITIVE
1,1,0,2018,0,1.085097,2.6,0.23106432,0,6503.37,2.97681,133.0646554,17.4889818,2072.98,13.583,12.121,13.4156,FALSE POSITIVE
0,1,0,2018,0,3.6079916,15.3816,1.3722568,0,5308.3,1.89,133.1478987,17.4997633,330.387,12.857,11.091,12.6728,CANDIDATE
1,1,0,2018,0,3.607981,18.3,1.63,0,6490,2.253,133.1478987,17.4997633,330.387,12.857,11.091,12.6728,CANDIDATE
1,1,0,2018,0,15.405101,2.6,0.23106432,0,5910,1.475,131.3241107,17.5194533,1917.9,15.537,13.869,15.4287,CANDIDATE
0,1,0,2016,0,14.71,2.6,0.23106432,0,5167,2.19732,132.667423,17.5248832,478.688,12.318,10.138,11.9845,FALSE POSITIVE
1,1,0,2016,0,14.707213,2.6,0.23106432,0,5167,2.19732,132.667423,17.5248832,478.688,12.318,10.138,11.9845,FALSE POSITIVE
1,1,0,2017,0,2.176955,1.25,0.112,0,5286,0.169,126.9728935,17.5583062,42.8914,16.93,11.699,15.4853,CANDIDATE
0,1,0,2017,0,2.17693,7.92,0.707,0,3176,0.170856,126.9728935,17.5583062,42.8914,16.93,11.699,15.4853,CANDIDATE
0,1,1,2016,0,21.1595,2.6,0.23106432,0,3811,0.597044,130.4102091,17.6399744,186.197,15.133,11.429,14.5263,CONFIRMED
0,1,1,2016,0,21.169861,1.98,0.17664377,0,4148.21,0.571699,130.4102091,17.6399744,186.197,15.133,11.429,14.5263,CONFIRMED
0,1,1,2016,0,21.169619,2.2,0.19627085,0,3880,0.59,130.4102091,17.6399744,186.197,15.133,11.429,14.5263,CONFIRMED
0,1,1,2016,0,21.17623917,2.6,0.23106432,0,3811,0.597044,130.4102091,17.6399744,186.197,15.133,11.429,14.5263,CONFIRMED
1,1,1,2016,0,21.1701963,1.92,0.17129122,0,4057,0.58,130.4102091,17.6399744,186.197,15.133,11.429,14.5263,CONFIRMED
0,1,1,2016,0,21.1686,2.18,0.194,0,5286,0.642,130.4102091,17.6399744,186.197,15.133,11.429,14.5263,CONFIRMED
1,1,0,2018,0,1.549381,2.6,0.23106432,0,3570,0.541211,131.3058198,17.6420751,398.044,17.6612,13.396,16.7386,FALSE POSITIVE
1,1,0,2016,0,0.95017067,2.6,0.23106432,0,5339,0.746527,124.3327803,17.683961,397.097,13.989,11.953,13.7853,CANDIDATE
1,1,0,2017,0,1.53453,1.02,0.091,0,5286,0.29,127.650804,17.696716,264.78,16.43,11.445,12.6728,CANDIDATE
1,1,0,2018,0,20.180269,2.6,0.23106432,0,3380,0.342147,137.4699335,17.7159404,270.464,18.98,13.901,17.4331,FALSE POSITIVE
1,1,0,2018,0,5.803439,2.6,0.23106432,0,5029,1.00796,138.5565355,17.7424557,471.811,14.07,11.827,13.7949,FALSE POSITIVE
1,1,0,2018,0,20.893526,2.6,0.23106432,0,6020,1.765,136.1398094,17.7470224,424.785,12.096,10.208,11.9013,CANDIDATE
1,1,0,2017,0,3.48928,0.91,0.081,0,3742,0.682132,126.1375509,17.7619577,491.198,16.9951,13.085,16.2473,FALSE POSITIVE
1,1,0,2016,0,10.545,2.6,0.23106432,0,6046.92,1.95293,132.547984,17.7992816,514.288,11.808,10.4,11.6231,CANDIDATE
1,1,0,2019,0,12.0808,2.53,0.226,0,5286,0.682,124.4776657,17.8452779,491.148,15.075,12.655,14.7454,CANDIDATE
1,1,0,2018,0,0.575349,2.6,0.23106432,0,5033,1.04575,136.0199607,17.8569949,1354.33,16.17,13.987,16.0431,FALSE POSITIVE
1,1,0,2018,0,2.612938,2.6,0.23106432,0,5014.02,4.77742,132.5083559,17.8741708,556.574,11.0221,8.838,10.7834,FALSE POSITIVE
1,1,0,2018,0,2.612804,2.6,0.23106432,0,5987,3.64705,132.5058754,17.8745407,544.411,10.132,9.145001,10.4352,FALSE POSITIVE
1,1,0,2018,0,0.522199,2.6,0.23106432,0,5286,0.863,135.6302992,17.9021238,264.78,15.506,13.003,15.2913,FALSE POSITIVE
1,1,0,2019,0,0.4520313,5.3,0.47,0,5286,0.569,123.1521655,17.9301228,379.43,16.847,12.775,16.0491,CANDIDATE
0,1,0,2019,0,0.452201306,7.91722863,0.70632905,0,3739,0.633946,123.1521655,17.9301228,379.43,16.847,12.775,16.0491,CANDIDATE
1,1,0,2018,0,14.343042,2.6,0.23106432,0,3260,0.424653,134.6437718,18.0481127,308.234,12.978,13.577,17.518,FALSE POSITIVE
1,1,0,2018,0,0.628876,2.6,0.23106432,0,6688,1.49352,130.3412169,18.1339264,644.303,12.437,11.132,12.2464,FALSE POSITIVE
1,1,0,2018,0,0.636109,2.6,0.23106432,0,6100.77,1.65628,129.954972,18.1351672,577.178,12.31,11.047,12.2097,FALSE POSITIVE
1,1,0,2021,0,11.09226,2.495,0.22258937,0,4496,0.703,131.87908,18.1464926,282.878,14.321,11.641,14.0056,CANDIDATE
1,1,0,2018,0,2.61299,2.6,0.23106432,0,3520,0.458,132.5155053,18.2002339,116.983,15.892,11.267,14.8088,CANDIDATE
1,1,0,2018,0,8.97146,2.6,0.23106432,0,5330,0.872,134.1616939,18.382575,923.239,15.897,13.55,15.4347,CANDIDATE
1,1,0,2018,0,4.397187,2.6,0.23106432,0,6090,1.71021,131.0273506,18.5109287,680.351,12.295,11.182,12.4879,FALSE POSITIVE
0,1,0,2016,0,19.63975,2.6,0.23106432,0,6730,2.183,137.132549,18.528433,501.182,11.274,9.975,11.0569,CANDIDATE
1,1,0,2016,0,19.640151,43,3.8,0,5286,2.188,137.132549,18.528433,501.182,11.274,9.975,11.0569,CANDIDATE
0,1,0,2016,0,19.63366256,2.6,0.23106432,0,6516.17,2.11864,137.132549,18.528433,501.182,11.274,9.975,11.0569,CANDIDATE
0,1,0,2016,0,19.640123,34.30556244,3.06,0,6398,1.743843,137.132549,18.528433,501.182,11.274,9.975,11.0569,CANDIDATE
0,1,0,2016,0,19.64,2.6,0.23106432,0,6516.17,2.11864,137.132549,18.528433,501.182,11.274,9.975,11.0569,CANDIDATE
1,1,0,2021,0,10.90364,2.214,0.19752019,0,3929,0.59,131.3004022,18.6097799,228.973,15.267,11.832,14.6817,CANDIDATE
1,1,0,2018,0,0.995061,2.6,0.23106432,0,5080,0.864,135.760339,18.6147062,927.712,16.357,13.59,16.0154,CANDIDATE
1,1,0,2019,0,11.2362,2.25,0.201,0,5286,0.955,126.8998198,18.6867675,276.98,12.797,10.756,12.5895,CANDIDATE
0,1,1,2016,0,5.749481,2.93,0.261,0,5286,0.765,130.082542,18.6929046,360.36,14.487,12.173,14.3436,CANDIDATE
0,1,1,2016,0,5.75,2.6,0.23106432,0,4678.76,0.718666,130.082542,18.6929046,360.36,14.487,12.173,14.3436,CANDIDATE
1,1,1,2016,0,5.75052,2.01,0.179,0,5286,0.576,130.082542,18.6929046,360.36,14.487,12.173,14.3436,CANDIDATE
1,1,0,2017,0,1.6488,2.6,0.23106432,0,3392,0.445314,130.398549,18.7429979,184.055,17.161,12.318,15.9771,CANDIDATE
0,1,0,2017,0,1.648932,9.6,0.86,0,3440,0.46,130.398549,18.7429979,184.055,17.161,12.318,15.9771,CANDIDATE
1,1,0,2022,0,24.399869,18.43,1.6442173,0,6404,1.65,129.4837732,18.7902102,1062.83,13.754,12.248,13.6398,CANDIDATE
1,1,0,2016,0,2.52,2.6,0.23106432,0,5707.44,1.08666,131.3109799,18.8192956,406.157,12.842,11.261,12.67,CANDIDATE
1,1,0,2018,0,0.526316,2.6,0.23106432,0,4397,0.863,137.4605365,18.8297729,262.007,16.269,13.118,16.0586,FALSE POSITIVE
1,1,0,2018,0,1.108972,2.6,0.23106432,0,5286,0.863,137.0946427,18.8794251,466.057,15.026,12.6,14.8123,FALSE POSITIVE
1,1,0,2019,0,9.35739,2.69,0.24,0,5286,0.595,128.2690718,18.9251012,459.035,16.042,13.037,15.7202,CANDIDATE
1,1,0,2018,0,1.810718,2.6,0.23106432,0,5680,1.178,130.4242801,18.9412786,908.34,14.764,12.804,14.5526,CANDIDATE
1,1,0,2018,0,0.582017,2.6,0.23106432,0,5385.55,1.06418,134.2906075,18.9454287,173.184,11.262,9.272,11.1111,FALSE POSITIVE
1,1,0,2018,0,1.81042,2.6,0.23106432,0,3050,0.313,129.8777982,18.9481008,192.997,12.978,13.841,17.8589,CANDIDATE
1,1,0,2018,0,1.810834,2.6,0.23106432,0,3230,0.888,130.0091206,18.9491053,187.929,15.564,11.16,14.6547,CANDIDATE
1,1,1,2022,0,24.6237203,2.33,0.20786903,0,5650,0.91,133.8081054,18.9497263,480.307,13.699,11.989,13.5733,CANDIDATE
1,1,0,2018,0,1.810708,2.6,0.23106432,0,6805,2.32513,129.7886317,18.9518772,208.619,8.811,7.893,8.742621,FALSE POSITIVE
1,1,0,2018,0,9.484994,2.6,0.23106432,0,5286,0.863,131.648111,19.018583,264.78,12.978,14.377,12.6728,FALSE POSITIVE
1,1,0,2018,0,9.510911,2.6,0.23106432,0,3941,0.777317,131.4024049,19.0224447,407.382,16.139,12.511,15.5892,FALSE POSITIVE
1,1,0,2018,0,9.516793,2.6,0.23106432,0,5286,0.863,130.8728991,19.0321833,1930.83,19.9478,10.713,19.8787,FALSE POSITIVE
1,1,0,2018,0,9.48658,2.6,0.23106432,0,6119.69,1.76772,131.1264326,19.0330138,641.363,12.455,11.034,12.2771,FALSE POSITIVE
1,1,0,2018,0,9.487929,2.6,0.23106432,0,6214,2.65019,130.9624675,19.0340576,981.161,12.447,10.972,12.2618,FALSE POSITIVE
1,1,0,2018,0,9.49259,2.6,0.23106432,0,4645.01,7.25626,130.8071744,19.0368972,1514.47,12.832,10.227,12.5,FALSE POSITIVE
1,1,0,2019,0,8.841,2.43,0.217,0,5286,0.584,125.9641071,19.1009014,444.665,15.994,13.035,15.6609,CANDIDATE
1,1,0,2016,0,45.38331501,2.6,0.23106432,0,4793.26,0.815611,132.958077,19.1074714,466.711,14.576,12.427,14.4803,CANDIDATE
1,1,0,2018,0,0.858462,2.6,0.23106432,0,4467,0.840819,133.4825629,19.1590573,1177.15,17.2548,14.777,16.8725,FALSE POSITIVE
0,1,0,2016,0,3.477017089,11.85710209,1.05782162,0,5225.91,0.84127,129.1783954,19.1738012,514.449,14.334,12.351,14.1754,CANDIDATE
0,1,0,2016,0,3.47701312,2.6,0.23106432,0,5225.91,0.84127,129.1783954,19.1738012,514.449,14.334,12.351,14.1754,CANDIDATE
1,1,0,2016,0,3.4766506,12.6,1.12,0,5286,0.879,129.1783954,19.1738012,514.449,14.334,12.351,14.1754,CANDIDATE
0,1,0,2016,0,3.477,2.6,0.23106432,0,5225.91,0.84127,129.1783954,19.1738012,514.449,14.334,12.351,14.1754,CANDIDATE
0,1,0,2016,0,3.476642,11.5,1.03,0,5286,0.84,129.1783954,19.1738012,514.449,14.334,12.351,14.1754,CANDIDATE
0,1,0,2016,0,3.476633,12.7,1.13,0,5286,0.865,129.1783954,19.1738012,514.449,14.334,12.351,14.1754,CANDIDATE
1,1,0,2018,0,0.520451,2.6,0.23106432,0,5286,0.863,129.6911414,19.2377968,284.828,18.2343,15.598,18.1899,FALSE POSITIVE
1,1,0,2019,0,6.77145,4.31,0.385,0,5286,1.294,128.401884,19.3201861,408.404,11.529,10.601,11.718,CANDIDATE
1,1,0,2019,0,39.5438,3.28,0.293,0,5286,1.294,128.401884,19.3201861,408.404,11.529,10.601,11.718,CANDIDATE
1,1,0,2019,0,6.77145,3.26,0.291,0,5286,1.294,128.401884,19.3201861,408.404,11.529,10.601,11.718,CANDIDATE
1,1,0,2019,0,26.8662,2.95,0.263,0,5286,1.294,128.401884,19.3201861,408.404,11.529,10.601,11.718,CANDIDATE
1,1,0,2016,0,5.7837,1.38,0.123,0,5286,1.31,130.4485798,19.3474745,289.342,11.992,10.387,11.8184,CANDIDATE
0,1,0,2016,0,5.781853,1.44284081,0.13,0,5739,1.383982,130.4485798,19.3474745,289.342,11.992,10.387,11.8184,CANDIDATE
0,1,0,2016,0,5.78,2.6,0.23106432,0,5758.27,1.70787,130.4485798,19.3474745,289.342,11.992,10.387,11.8184,CANDIDATE
1,1,0,2018,0,1.324292,2.6,0.23106432,0,7114,2.71166,132.7133566,19.3572704,1213.2,12.129,11.495,12.0538,FALSE POSITIVE
1,1,0,2021,0,19.729071,2.239,0.19975054,0,4735,0.712,124.5363137,19.3660902,349.289,14.447,12.02,14.1142,CANDIDATE
0,1,1,2018,0,19.491,2.6,0.23106432,0,6128,1.3636,136.5741931,19.4020565,181.69,10.154,8.837,10.0512,CONFIRMED
0,1,1,2018,0,19.491795,5.84689735,0.52,0,6046,1.410092,136.5741931,19.4020565,181.69,10.154,8.837,10.0512,CONFIRMED
0,1,1,2018,0,19.4921473,5.50689,0.49129266,0,6128,1.36,136.5741931,19.4020565,181.69,10.154,8.837,10.0512,CONFIRMED
0,1,1,2018,0,19.492132,6,0.54,0,5286,1.48,136.5741931,19.4020565,181.69,10.154,8.837,10.0512,CONFIRMED
1,1,1,2018,0,19.49221,5.76,0.51387278,0,6069,1.39,136.5741931,19.4020565,181.69,10.154,8.837,10.0512,CONFIRMED
0,1,1,2018,0,19.491965,6.8,0.61,0,6320,1.485,136.5741931,19.4020565,181.69,10.154,8.837,10.0512,CONFIRMED
0,1,1,2018,0,19.49183,5.96,0.532,0,5286,1.403,136.5741931,19.4020565,181.69,10.154,8.837,10.0512,CONFIRMED
0,1,1,2018,0,19.4921498,2.6,0.23106432,0,6025,1.38,136.5741931,19.4020565,181.69,10.154,8.837,10.0512,CONFIRMED
0,1,1,2018,0,19.491,5.5,0.49067798,0,6019,1.387,136.5741931,19.4020565,181.69,10.154,8.837,10.0512,CONFIRMED
0,1,1,2018,0,19.49213,6.12,0.54598983,0,6025,1.38,136.5741931,19.4020565,181.69,10.154,8.837,10.0512,CONFIRMED
0,1,1,2018,0,19.50735025,2.6,0.23106432,0,6128,1.3636,136.5741931,19.4020565,181.69,10.154,8.837,10.0512,CONFIRMED
1,1,0,2017,0,1.982809,2.6,0.23106432,0,3330,0.291,130.6641653,19.4143598,185.731,12.978,13.499,17.4158,FALSE POSITIVE
0,1,0,2017,0,1.982804125,10.89107018,0.97163787,0,3213,0.293047,130.6641653,19.4143598,185.731,12.978,13.499,17.4158,FALSE POSITIVE
0,1,0,2017,0,1.9828,2.6,0.23106432,0,3213,0.293047,130.6641653,19.4143598,185.731,12.978,13.499,17.4158,FALSE POSITIVE
1,1,0,2021,0,29.724674,1.439,0.1283792,0,5339,0.854,126.5132158,19.5209728,120.419,11.278,9.131,10.7665,CANDIDATE
1,1,0,2018,0,0.616444,2.6,0.23106432,0,4937.26,0.750931,132.7148652,19.562251,544.461,15.042,12.62,14.8598,FALSE POSITIVE
1,1,0,2018,0,7.218071,2.6,0.23106432,0,6727.06,1.67346,130.1087556,19.6864229,187.293,9.146,8.365,9.27202,FALSE POSITIVE
1,1,0,2018,0,7.219626,2.6,0.23106432,0,8075,2.55977,130.0862865,19.6866788,189.453,7.6921,7.275,7.65321,FALSE POSITIVE
1,1,0,2018,0,7.220537,2.6,0.23106432,0,5420,0.932,129.7034817,19.6912228,657.667,14.605,12.62,14.5248,CANDIDATE
1,1,0,2018,0,7.220943,2.6,0.23106432,0,3092,0.292863,129.6635506,19.6943963,264.78,19.93,13.868,18.1083,FALSE POSITIVE
1,1,0,2016,0,10.55532,2.64,0.236,0,5286,0.623,136.1570235,19.7144139,209.555,15.71,11.361,14.0872,CANDIDATE
0,1,0,2016,0,10.555,2.6,0.23106432,0,4067.08,0.722281,136.1570235,19.7144139,209.555,15.71,11.361,14.0872,CANDIDATE
0,1,0,2016,0,10.55632,2.86,0.255,0,4067.08,0.722281,136.1570235,19.7144139,209.555,15.71,11.361,14.0872,CANDIDATE
1,1,0,2017,0,1.4835,1.41,0.126,0,3200,0.317944,136.0877307,19.7801355,162.067,12.978,12.987,16.9002,FALSE POSITIVE
1,1,0,2017,0,6.0162,2.6,0.23106432,0,3249,0.400314,132.7075113,19.8100975,186.063,12.978,12.651,16.5341,FALSE POSITIVE
1,1,0,2018,0,1.092845,2.6,0.23106432,0,5620,0.951,130.2927863,19.8185555,183.013,11.496,9.753,11.3111,CANDIDATE
1,1,0,2018,0,1.092673,2.6,0.23106432,0,5140,0.783,130.0240979,19.8194993,621.412,15.548,13.093,15.364,CANDIDATE
1,1,0,2018,0,1.092917,2.6,0.23106432,0,7226.47,1.78223,129.977531,19.8219052,1129.3,12.899,12.171,12.828,FALSE POSITIVE
1,1,0,2018,0,0.907765,77,6.87,0,5286,1.21,123.8977875,19.9148217,1250.39,14.538,13.157,14.5743,CANDIDATE
0,1,0,2016,0,17.04066667,2.6,0.23106432,0,6117.37,0.863,137.3828987,20.048337,293.633,11.92,10.34,11.8939,CANDIDATE
1,1,0,2016,0,17.035203,53,4.7,0,5286,1.51,137.3828987,20.048337,293.633,11.92,10.34,11.8939,CANDIDATE
0,1,0,2017,0,63.84825,2.86,0.255,0,3973.09,0.731598,136.0883061,20.065397,202.801,14.822,11.36,14.1298,CANDIDATE
1,1,0,2017,0,63.8432,2.78,0.248,0,5286,0.594,136.0883061,20.065397,202.801,14.822,11.36,14.1298,CANDIDATE
1,1,0,2016,0,8.986648,143.0368808,12.76,0,5265,4.260594,126.2049365,20.1529633,322.628,7.34477,5.495,7.15841,CANDIDATE
0,1,0,2016,0,8.986,2.6,0.23106432,0,5523.32,11.8634,126.2049365,20.1529633,322.628,7.34477,5.495,7.15841,CANDIDATE
1,1,0,2016,0,0.279258,8.41,0.75,0,4071,0.62,131.2074245,20.1776135,163.746,12.978,14.987,19.4138,CANDIDATE
1,1,0,2016,0,32.5795,10.44,0.9314,0,5286,0.633,123.6562874,20.17911,738.829,17.192,13.908,16.7046,CANDIDATE
0,1,0,2016,0,32.576,2.6,0.23106432,0,4217,0.694468,123.6562874,20.17911,738.829,17.192,13.908,16.7046,CANDIDATE
1,1,0,2018,0,1.744546,2.6,0.23106432,0,6530,2.316,136.9025177,20.21511,1006.1,13.227,11.432,12.866,CANDIDATE
1,1,0,2017,0,11.6158,2.6,0.23106432,0,3189,0.339085,129.9249754,20.2958096,188.025,19.15,13.136,17.0811,FALSE POSITIVE
1,1,1,2022,0,74.8,4.34,0.38718953,0,5044,0.7,129.2823699,20.3992512,228.327,13.181,10.986,12.8852,CANDIDATE
1,1,0,2019,0,6.83292,1.3,0.12,0,5286,0.18,126.8358869,20.4055501,100.558,17.33,12.62,16.2824,CANDIDATE
1,1,0,2016,0,0.77845,2.6,0.23106432,0,3859,0.779314,127.8743087,20.4103659,183.229,14.734,10.767,14.0006,FALSE POSITIVE
0,1,0,2016,0,0.778,2.6,0.23106432,0,3859,0.779314,127.8743087,20.4103659,183.229,14.734,10.767,14.0006,FALSE POSITIVE
1,1,0,2018,0,0.923861,2.6,0.23106432,0,6235.06,1.90631,136.2196232,20.4151247,1072.93,13.503,12.028,13.1598,FALSE POSITIVE
1,1,0,2018,0,2.851451,2.6,0.23106432,0,7137,2.22321,135.585245,20.4303139,2882.33,14.51,13.171,14.4,FALSE POSITIVE
1,1,0,2018,0,3.244126,2.6,0.23106432,0,4274.11,0.987047,133.2789525,20.4588868,306.822,14.24,11.328,13.8819,FALSE POSITIVE
1,1,0,2018,0,0.821436,2.6,0.23106432,0,6046.46,1.5043,127.2828904,20.5702432,655.284,12.845,11.428,12.7189,FALSE POSITIVE
1,1,0,2018,0,3.888853,2.6,0.23106432,0,3693,0.696024,137.5123668,20.5937973,174.95,14.984,10.773,13.9939,FALSE POSITIVE
1,1,0,2018,0,3.696871,2.6,0.23106432,0,6401.57,1.47855,127.9352953,20.6637007,218.506,10.236,8.917,10.1143,FALSE POSITIVE
1,1,0,2018,0,3.697161,2.6,0.23106432,0,3120,0.245,127.794149,20.6641564,474.3418,19.28,14.015,18.0204,CANDIDATE
1,1,0,2018,0,1.769505,2.6,0.23106432,0,5988,1.16794,136.7743166,20.690312,2873.75,16.7332,15.11,16.5941,FALSE POSITIVE
1,1,0,2018,0,23.702342,2.6,0.23106432,0,6280,1.869,136.8044416,20.8135797,549.485,12.075,10.565,11.8289,CANDIDATE
1,1,0,2021,0,2.714743,1.198,0.10687859,0,3634,0.415,128.1350093,20.8446748,196.9,17.8046,12.715,16.4913,CANDIDATE
1,1,0,2018,0,5.169887,9.1,0.81,0,6830,1.45,134.6902795,20.8689789,306.57,10.95,9.774,10.9148,CANDIDATE
0,1,0,2018,0,5.1699026,9.23587,0.82397055,0,6283.4,1.48,134.6902795,20.8689789,306.57,10.95,9.774,10.9148,CANDIDATE
1,1,0,2018,0,3.40819,2.6,0.23106432,0,5416.13,0.849526,128.1785549,20.8777376,377.273,13.451,11.303,13.3096,FALSE POSITIVE
1,1,0,2018,0,2.22982,2.6,0.23106432,0,7391,2.26072,127.8582411,20.9166323,847.096,11.533,10.582,11.5653,FALSE POSITIVE
0,1,0,2018,0,4.4455436,15.8181,1.41119879,0,6355.8,2.11,136.1699005,20.9314478,923.354,12.855,11.286,12.5066,CANDIDATE
1,1,0,2018,0,4.445559,15.9,1.42,0,6520,2.237,136.1699005,20.9314478,923.354,12.855,11.286,12.5066,CANDIDATE
1,1,0,2018,0,23.917716,2.6,0.23106432,0,5050,0.828,128.7199403,20.946957,459.87,15.236,12.265,14.7464,CANDIDATE
1,1,0,2018,0,2.783705,2.4,0.21,0,5890,0.939,134.6329328,20.9512894,275.839,11.717,10.626,12.0948,CANDIDATE
1,1,0,2018,0,1.830767,2.6,0.23106432,0,6141.42,0.98712,137.317315,21.0025648,453.469,12.974,11.345,12.8098,FALSE POSITIVE
1,1,0,2021,0,9.375266,3.545,0.31626426,0,4571,0.747,128.9278377,21.0637447,529.649,15.348,12.853,15.114,CANDIDATE
1,1,0,2018,0,0.617674,2.6,0.23106432,0,5271.68,1.10095,137.4853283,21.0715037,551.825,13.882,11.663,13.7189,FALSE POSITIVE
1,1,0,2018,0,0.986765,2.6,0.23106432,0,6080,1.4,128.2828064,21.1399388,1209.91,14.915,13.025,14.685,CANDIDATE
1,1,0,2018,0,0.579309,2.6,0.23106432,0,4888,0.999114,134.8894772,21.1694877,804.474,15.156,12.812,15.139,FALSE POSITIVE
1,1,0,2018,0,1.204338,2.6,0.23106432,0,5633.43,0.907171,133.6160492,21.2872925,712.719,14.629,12.446,14.3504,FALSE POSITIVE
1,1,0,2018,0,0.604228,2.6,0.23106432,0,5286,0.863,137.9316123,21.2909949,264.78,17.3582,14.076,16.9104,FALSE POSITIVE
0,1,0,2016,0,0.82182448,2.6,0.23106432,0,5990.46,2.64987,129.83855,21.3907526,905.484,12.38,10.844,12.2705,CANDIDATE
0,1,0,2016,0,0.822,2.6,0.23106432,0,5990.46,2.64987,129.83855,21.3907526,905.484,12.38,10.844,12.2705,CANDIDATE
1,1,0,2016,0,0.8218241,6.1,0.54,0,5286,2.66,129.83855,21.3907526,905.484,12.38,10.844,12.2705,CANDIDATE
1,1,0,2018,0,0.816734,2.6,0.23106432,0,6318.08,1.79519,127.7771249,21.3980052,292.97,10.566,9.245,10.3791,FALSE POSITIVE
1,1,0,2018,0,14.220246,2.6,0.23106432,0,6130,1.461,136.2543849,21.4285385,644.775,13.299,11.489,13.008,CANDIDATE
1,1,0,2018,0,0.547674,2.6,0.23106432,0,4926.69,0.786265,133.4259049,21.4505161,478.589,14.864,12.428,14.4664,FALSE POSITIVE
1,1,0,2018,0,1.743013,2.6,0.23106432,0,7935.6,2.95299,133.4538787,21.4911903,3310.66,13.921,12.946,13.637,FALSE POSITIVE
1,1,0,2018,0,0.55082,2.6,0.23106432,0,5286,0.863,128.6412641,21.5530829,264.78,16.18,13.413,15.8552,FALSE POSITIVE
1,1,0,2018,0,1.153456,2.6,0.23106432,0,5378.01,2.96865,136.0528301,21.562908,2293.47,14.993,12.845,14.5646,FALSE POSITIVE
1,1,0,2018,0,3.797473,2.6,0.23106432,0,5024.68,0.785698,133.2884088,21.690395,573.461,14.994,12.623,14.7551,FALSE POSITIVE
1,1,0,2018,0,0.518748,2.6,0.23106432,0,6490,1.31192,132.7698139,21.7013424,428.79,11.949,10.585,11.7952,FALSE POSITIVE
1,1,0,2018,0,0.518754,2.6,0.23106432,0,5514.41,0.878754,132.7657132,21.7047312,204.192,12.155,10.23,11.7836,FALSE POSITIVE
1,1,0,2018,0,0.98972,2.6,0.23106432,0,5424.29,1.13922,135.9645577,21.7455039,689.484,14.228,12.097,13.969,FALSE POSITIVE
1,1,0,2018,0,4.845561,2.6,0.23106432,0,5723.1,1.15426,127.6043814,21.7469553,692.795,13.981,12.171,13.702,FALSE POSITIVE
1,1,0,2018,0,0.643142,2.6,0.23106432,0,5412.54,1.05452,137.1878696,21.7652377,780.54,14.943,12.46,14.4661,FALSE POSITIVE
1,1,0,2018,0,1.466473,2.6,0.23106432,0,4570,0.981,126.7538167,21.956952,49.7797,10.89,7.192,10.1517,CANDIDATE
0,1,0,2016,0,7.112,2.6,0.23106432,0,5595.68,0.909317,128.0731788,22.005792,123.647,10.794,8.873,10.5241,CANDIDATE
0,1,0,2016,0,7.1123703,1.85858,0.16581169,0,5595.7,0.91,128.0731788,22.005792,123.647,10.794,8.873,10.5241,CANDIDATE
1,1,0,2016,0,7.112134,2.7,0.24,0,5800,1.042,128.0731788,22.005792,123.647,10.794,8.873,10.5241,CANDIDATE
0,1,0,2016,0,7.112273,3.2,0.29,0,5286,0.96,128.0731788,22.005792,123.647,10.794,8.873,10.5241,CANDIDATE
0,1,0,2016,0,7.11047482,2.6,0.23106432,0,5595.68,0.909317,128.0731788,22.005792,123.647,10.794,8.873,10.5241,CANDIDATE
1,1,0,2018,0,1.991357,2.6,0.23106432,0,6118.76,1.26082,137.2794242,22.2030123,521.625,12.777,11.366,12.5995,FALSE POSITIVE
0,1,0,2016,0,16.7004351,2.6,0.23106432,0,5018.76,1.09979,133.3108723,22.2188747,619.729,14.574,12.176,14.2154,FALSE POSITIVE
1,1,0,2016,0,16.709659,2.6,0.23106432,0,5018.76,1.09979,133.3108723,22.2188747,619.729,14.574,12.176,14.2154,FALSE POSITIVE
1,1,0,2018,0,20.016917,2.6,0.23106432,0,5790,0.97,135.7319963,22.3033664,312.174,12.461,10.846,12.3154,CANDIDATE
1,1,0,2018,0,1.488249,2.6,0.23106432,0,4080,0.982781,128.7020517,22.3253253,372.01,14.982,11.713,14.6332,FALSE POSITIVE
1,1,0,2018,0,0.610205,2.6,0.23106432,0,5470.83,1.18417,133.4208162,22.344148,206.923,12.342,10.295,12.0773,FALSE POSITIVE
1,1,0,2018,0,1.07639,2.6,0.23106432,0,6523,1.6002,128.2791625,22.3581943,587.214,12.249,10.858,12.032,FALSE POSITIVE
